,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.0,0.23,0.3,0.29,0.0,0.14,0.3,0.2,0.22,0.48,0.64,0.5,0.45,0.84,0.11,0.01,0.36,0.42,0.34,0.07
alpine.csv,0.47,0.38,0.72,0.39,1.0,0.55,0.28,0.3,1.0,0.98,0.07,0.21,0.69,1.0,0.9,0.85,0.04,0.35,0.97,0.99
enzo.csv,0.92,0.57,0.82,0.96,1.0,0.76,0.95,0.99,0.91,0.48,0.5,0.9,0.95,0.74,0.37,0.66,0.28,1.0,0.75,0.84
flylinkdc.csv,0.8,0.22,0.72,0.88,0.98,0.8,0.52,0.74,0.45,0.64,0.0,0.65,0.55,0.58,0.72,0.79,0.52,1.0,0.47,0.62
fw4spl.csv,0.33,0.58,0.28,0.23,0.24,0.42,0.32,0.23,0.53,0.69,0.43,0.62,0.72,0.29,0.03,0.66,0.16,0.23,0.31,0.43
grisbi.csv,0.75,0.71,0.82,0.9,1.0,0.72,0.95,0.97,0.86,1.0,0.21,0.7,0.81,0.97,0.91,0.83,1.0,1.0,1.0,0.6
jcae.csv,0.0,0.07,0.25,0.12,0.0,0.23,0.2,0.35,0.0,0.21,0.0,0.01,0.14,0.11,0.7,0.07,0.0,0.13,0.12,0.0
jcl.csv,0.53,0.18,0.3,0.6,0.97,0.49,0.16,0.52,0.39,0.07,0.0,0.11,0.85,0.24,0.29,0.07,0.16,0.29,0.31,0.37
libarchive.csv,0.55,0.42,0.6,0.75,0.24,0.8,0.9,0.93,0.58,0.95,0.29,0.79,0.54,0.82,0.85,0.64,0.12,1.0,0.72,0.22
mimosa.csv,0.94,0.31,0.55,0.72,0.99,0.89,0.39,0.81,0.78,0.21,0.29,0.7,0.91,0.21,0.33,0.34,0.2,0.4,0.88,0.84
n2cms.csv,0.71,0.69,0.6,0.53,0.4,0.24,0.77,0.16,0.83,0.6,0.43,0.74,0.43,0.32,0.14,0.62,0.84,0.81,0.31,0.66
nabu-library.csv,0.98,0.85,0.4,0.34,0.17,0.5,0.29,0.28,0.42,0.5,0.36,0.72,0.62,0.16,0.23,0.41,0.88,0.31,0.47,0.28
net-snmp.csv,0.37,0.93,0.75,0.29,0.99,0.72,0.77,0.61,0.69,0.81,0.57,0.57,0.61,0.55,0.8,0.58,0.08,0.35,0.34,0.24
ossbuild.csv,0.39,0.17,0.57,0.51,0.14,0.53,0.06,0.42,0.24,0.14,0.07,0.23,0.51,0.39,0.72,0.2,0.12,0.06,0.16,0.32
quickfast.csv,1.0,0.36,0.5,0.81,0.45,0.62,0.85,0.83,0.74,0.43,0.14,0.85,0.73,0.34,0.33,0.29,1.0,1.0,0.22,0.69
tcvp.csv,0.0,0.02,0.08,0.0,0.0,0.04,0.0,0.05,0.01,0.0,0.0,0.0,0.23,0.05,0.28,0.0,0.0,0.0,0.09,0.0
vdsf.csv,0.92,0.79,0.7,0.89,0.12,0.69,0.86,0.35,0.82,0.9,1.0,0.99,0.38,0.76,0.17,0.91,0.96,0.64,0.94,0.99
virtuoso.csv,1.0,0.89,0.75,0.98,0.0,0.86,0.99,0.83,0.04,0.95,1.0,1.0,1.0,0.34,0.95,0.17,1.0,0.91,0.09,0.1
xbrlapi.csv,0.04,0.1,0.38,0.02,0.0,0.38,0.25,0.24,0.0,0.31,0.14,0.04,0.01,0.0,0.71,0.0,0.0,0.23,0.0,0.0
yarp.csv,0.16,0.01,0.32,0.36,0.0,0.55,0.23,0.32,0.0,0.45,0.0,0.2,0.03,0.29,0.75,0.0,0.36,0.5,0.03,0.0
