,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.5,0.0,0.65,0.0,0.42,0.0,0.0,0.99,0.83,0.0,0.47,0.83,0.93,0.32,0.44,0.0
codeblocks.csv,0.35,0.42,0.61,0.92,0.41,0.36,0.4,0.57,0.61,0.37,0.37,0.51,0.42,0.5,0.52,0.89
grisbi.csv,0.4,0.43,0.37,0.32,0.48,0.36,0.32,0.47,0.49,0.37,0.34,0.5,0.45,0.31,0.43,0.42
libmesh.csv,0.91,0.97,0.9,0.83,0.78,0.92,0.52,0.99,0.83,0.76,0.94,0.88,0.89,0.76,0.91,0.96
mesa3d.csv,0.57,0.43,0.59,0.44,0.92,0.36,0.7,0.53,0.4,0.33,0.45,0.53,0.46,0.37,0.44,0.47
panda3d.csv,0.86,0.73,0.86,0.89,0.8,0.61,0.53,0.99,0.88,0.76,0.88,0.56,0.77,0.4,0.72,0.91
proftp.csv,0.92,0.63,0.45,0.83,0.86,0.35,0.71,0.94,0.41,0.0,0.92,0.53,0.8,0.43,0.86,0.92
qmmp.csv,0.46,0.51,0.55,0.38,0.47,0.45,0.36,0.47,0.5,0.38,0.37,0.71,0.44,0.5,0.56,0.52
red5.csv,0.4,0.45,0.36,0.41,0.47,0.38,0.48,0.45,0.62,0.35,0.36,0.47,0.42,0.39,0.39,0.45
soar.csv,0.41,0.41,0.43,0.34,0.44,0.4,0.35,0.5,0.49,0.37,0.36,0.45,0.46,0.63,0.41,0.45
super-tux.csv,0.47,0.44,0.34,0.48,0.58,0.4,0.49,0.42,0.64,0.35,0.45,0.56,0.43,0.8,0.56,0.49
t-2.csv,0.67,0.45,0.67,0.92,0.54,0.93,0.39,0.8,0.96,0.36,0.47,0.72,0.45,0.58,0.52,0.89
tart.csv,0.75,0.96,0.38,0.45,0.49,0.39,0.32,0.62,0.47,0.38,0.61,0.59,0.5,0.36,0.41,0.96
tcvp.csv,0.75,0.94,0.0,0.5,0.0,0.0,0.0,0.94,0.0,0.7,0.92,0.75,0.0,0.0,0.0,0.5
utgb.csv,0.89,0.55,0.55,0.93,0.67,0.44,0.52,0.98,0.52,0.39,0.58,0.55,0.51,0.36,0.66,0.5
xbrlapi.csv,0.49,0.8,0.49,0.39,0.56,0.88,0.47,0.9,0.54,0.0,0.71,0.63,0.0,0.36,0.84,0.83
