,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.0,0.0,0.4,0.0,0.95,0.0,0.0,0.11,0.08,0.0,0.8,0.0,0.15,0.48,0.52,0.0
codeblocks.csv,0.69,0.76,0.37,0.26,0.62,0.67,0.64,0.52,0.81,0.67,0.8,0.56,0.72,0.06,0.35,0.03
grisbi.csv,0.88,0.78,0.91,0.95,0.9,0.97,0.83,0.87,0.96,1.0,1.0,0.88,0.89,0.61,0.92,0.84
libmesh.csv,0.17,0.21,0.14,0.05,0.38,0.03,0.59,0.02,0.69,0.33,0.0,0.35,0.42,0.52,0.3,0.03
mesa3d.csv,0.36,0.68,0.37,0.65,0.1,0.83,0.32,0.7,0.46,1.0,0.8,0.5,0.63,0.55,0.67,0.55
panda3d.csv,0.05,0.34,0.43,0.19,0.33,0.53,0.47,0.03,0.08,0.44,0.2,0.65,0.42,0.68,0.37,0.2
proftp.csv,0.19,0.23,0.37,0.09,0.24,0.73,0.24,0.18,0.23,0.0,0.0,0.29,0.05,0.45,0.05,0.1
qmmp.csv,0.57,0.42,0.43,0.79,0.57,0.53,0.73,0.86,0.92,0.78,0.6,0.38,0.72,0.52,0.67,0.65
red5.csv,0.71,0.78,0.74,0.72,0.62,0.83,0.62,0.78,0.81,0.78,1.0,0.75,0.89,0.68,0.63,0.9
soar.csv,0.83,0.99,0.74,0.91,1.0,1.0,1.0,0.72,1.0,1.0,1.0,1.0,0.97,0.68,0.98,1.0
super-tux.csv,0.36,0.9,0.63,0.53,0.76,0.97,0.62,0.78,0.77,1.0,0.8,0.77,0.9,0.06,0.7,0.81
t-2.csv,0.43,0.82,0.34,0.21,0.67,0.13,0.86,0.63,0.58,1.0,0.8,0.42,0.87,0.52,0.57,0.35
tart.csv,0.26,0.19,0.8,0.56,0.62,1.0,0.94,0.49,0.5,1.0,0.8,0.31,0.42,0.65,0.51,0.1
tcvp.csv,0.05,0.12,0.0,0.05,0.0,0.0,0.0,0.06,0.0,0.78,0.0,0.0,0.01,0.0,0.0,0.0
utgb.csv,0.05,0.44,0.69,0.26,0.48,0.7,0.39,0.04,0.19,0.56,0.4,0.42,0.46,0.55,0.35,0.48
xbrlapi.csv,0.69,0.03,0.49,0.67,0.29,0.23,0.45,0.47,0.27,0.0,0.2,0.19,0.0,0.81,0.22,0.01
