,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.6,0.81,1.08,0.88,1.0,1.0,0.75,0.4
jicarilla.csv,0.98,1.0,0.2,1.0,1.0,1.0,0.98,0.74
optalgtoolkit.csv,0.54,0.59,0.86,0.61,0.79,0.43,0.75,1.0
ossim.csv,0.85,0.78,0.8,0.34,1.0,0.66,0.72,0.92
projectts.csv,0.83,0.81,0.97,0.64,0.91,0.84,0.57,0.98
sabbu.csv,0.34,0.64,0.95,0.54,0.6,0.95,0.7,0.92
vxl.csv,0.61,0.69,0.94,0.77,0.97,0.91,0.79,0.87
zact.csv,0.82,0.96,0.57,0.75,0.28,1.0,0.75,0.87
