,recall,precision,pf,wins
cleartk.csv,0.665,0.39,0.61,8
encog-cs.csv,0.925,0.37,0.9,5
extprosys.csv,0.795,0.335,0.725,2
freewrl.csv,0.755,0.4,0.64,13
fulguro.csv,0.635,0.355,0.69,3
geotools.csv,0.83,0.4,0.735,9
ibatisdb.csv,0.24,0.43,0.24,14
intact.csv,0.595,0.36,0.405,10
japano.csv,0.88,0.35,0.8,4
miranda-icq.csv,0.48,0.42,0.345,15
ofbiz.csv,0.5549999999999999,0.37,0.45,7
opennms.csv,0.155,0.45999999999999996,0.135,17
papertoolkit.csv,0.175,0.38,0.175,12
rohxel.csv,0.195,0.44,0.135,16
roolo.csv,0.77,0.37,0.72,6
sevenupdate.csv,1.0,0.35,1.0,1
soar.csv,0.85,0.325,0.865,0
web-cat.csv,0.33999999999999997,0.375,0.275,11
