,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.6,0.23,0.49,0.46,0.61,0.26,0.31,0.31,0.44,0.59,0.98,0.3
gamestone.csv,0.02,0.25,0.15,0.42,0.21,0.3,0.03,0.43,0.29,0.1,0.27,0.2
gbif-providertoolkit.csv,0.85,0.79,0.31,0.42,0.25,0.78,0.82,0.37,0.47,0.65,0.4,0.9
heekscad.csv,0.28,0.21,0.17,0.25,0.54,0.43,0.69,0.38,0.43,0.31,0.5,0.6
igarden.csv,0.55,0.65,0.59,0.39,0.76,0.7,0.85,0.76,0.78,0.87,0.73,0.8
levent.csv,0.47,0.04,0.0,0.0,0.63,0.35,0.31,0.0,0.0,0.0,0.0,0.0
lportal.csv,0.15,0.02,0.14,0.01,0.0,0.04,0.0,0.25,0.17,0.01,0.08,0.0
openmsx.csv,0.94,0.81,0.45,0.92,0.57,0.43,0.38,0.3,0.0,0.39,0.23,0.6
owlapi.csv,0.87,0.27,0.54,0.22,0.73,0.52,0.93,0.29,0.32,0.83,0.65,0.5
pnotepad.csv,0.21,0.5,0.73,0.97,0.91,0.48,0.5,0.85,0.99,0.77,1.0,0.0
quark.csv,0.26,0.12,0.17,0.11,0.13,0.0,0.08,0.24,0.22,0.12,0.19,0.4
xcsoar.csv,0.3,0.15,0.27,0.49,0.46,0.57,0.42,0.38,0.57,0.59,1.0,0.0
