,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.64,0.75,0.91,0.15,0.21,0.49,0.05,0.81,0.09,0.0,0.93,1.0,0.98,0.46,0.64
grafx2.csv,0.49,0.27,0.73,0.35,0.95,0.34,0.45,0.44,0.38,0.34,0.43,1.0,0.29,0.29,0.55
keyczar.csv,0.49,0.32,0.23,0.73,0.63,0.57,0.64,0.5,0.85,0.88,0.57,0.67,0.3,1.0,0.72
lmms.csv,0.95,0.99,0.5,0.85,0.74,0.4,0.76,0.62,0.83,0.91,1.0,0.67,0.68,0.67,0.81
lufa-lib.csv,0.44,0.4,0.23,0.35,0.56,0.37,0.36,0.44,0.4,0.97,0.43,0.0,0.32,0.1,0.3
netatalk.csv,0.56,0.26,0.55,0.46,0.42,0.3,0.4,0.5,0.38,0.12,0.86,0.33,0.35,0.12,0.34
openmeetings.csv,0.05,0.14,0.95,0.58,0.37,0.21,0.22,0.44,0.32,0.46,0.5,0.0,0.06,0.06,0.17
openxava.csv,0.49,0.16,0.64,0.23,0.07,0.65,0.36,1.0,0.19,0.81,0.21,0.67,0.2,0.1,0.09
pgui.csv,0.54,0.51,0.41,0.69,0.65,0.25,0.39,0.31,0.94,0.92,0.43,0.33,0.47,0.04,0.32
qpe.csv,0.87,0.16,0.77,0.35,0.05,0.21,0.21,0.0,0.19,0.13,0.0,0.0,0.23,0.06,0.04
quickfast.csv,0.33,0.74,1.0,0.73,0.98,0.87,0.84,0.75,0.81,0.58,0.79,1.0,0.77,0.52,0.98
rsyslog.csv,0.64,0.46,0.73,1.0,0.49,0.38,0.46,0.62,0.74,0.82,0.57,1.0,0.52,0.21,0.55
sylpheed-claws.csv,0.74,0.48,0.59,0.42,0.6,0.59,0.97,0.75,0.64,0.44,0.57,0.33,0.55,0.38,0.64
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.02,0.0
yale.csv,0.36,0.43,0.73,0.65,0.6,0.94,0.38,0.38,0.38,0.75,0.71,0.33,0.45,0.98,0.26
