,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.68,0.5,0.64,0.51,0.44,0.43,0.37,0.57,0.55,0.49,0.33,0.39
autowikibrowser.csv,0.46,0.44,0.59,0.61,0.44,0.61,0.42,0.6,0.42,0.42,0.42,0.59
cities3d.csv,1.0,0.75,0.88,0.7,0.83,0.43,0.47,1.0,0.79,0.56,0.5,1.0
firebird.csv,0.65,0.62,0.54,0.61,0.49,0.61,0.48,0.91,0.73,0.57,0.44,0.8
hydrogen.csv,0.72,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0,0.68
lphant.csv,0.7,0.64,0.74,0.65,0.67,0.59,0.47,0.65,0.44,0.63,0.53,0.59
qgo.csv,0.82,0.22,0.79,0.52,0.5,0.86,0.42,0.75,0.94,0.83,0.68,0.66
quickfast.csv,0.79,0.57,0.85,0.6,0.79,0.8,0.56,0.6,0.91,0.91,0.77,0.37
rhex.csv,0.27,0.7,0.64,0.81,0.63,0.63,0.48,0.84,0.95,0.78,0.44,0.67
rocrail.csv,0.51,0.55,0.56,0.66,0.45,0.64,0.38,0.58,0.54,0.5,0.26,0.63
xined.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0,1.0,1.0
yield.csv,0.7,0.61,0.53,0.79,0.34,1.0,0.63,0.84,0.64,0.51,0.61,0.67
