,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,5.0,0.0,0.0,7.0,0.0,4.0,9.0,0.0,3.0,0.0,2.0,0.0
autowikibrowser.csv,2.0,1.0,0.0,1.0,0.0,93.0,7.0,1.0,0.0,1.0,2.0,9.0
cities3d.csv,92.0,9.0,0.0,5.0,0.0,7.0,1.0,52.0,2.0,5.0,12.0,78.0
firebird.csv,17.0,4.0,0.0,3.0,0.0,11.0,25.0,0.0,9.0,2.0,8.0,9.0
hydrogen.csv,11.0,11.0,0.0,8.0,8.0,53.0,1.0,52.0,0.0,15.0,21.0,0.0
lphant.csv,9.0,2.0,0.0,4.0,3.0,41.0,10.0,0.0,3.0,11.0,1.0,9.0
qgo.csv,20.0,0.0,0.0,7.0,0.0,37.0,5.0,8.0,10.0,6.0,2.0,0.0
quickfast.csv,20.0,3.0,0.0,5.0,9.0,40.0,15.0,9.0,0.0,13.0,26.0,0.0
rhex.csv,0.0,6.0,1.0,8.0,4.0,17.0,10.0,10.0,0.0,15.0,6.0,10.0
rocrail.csv,4.0,0.0,0.0,3.0,1.0,5.0,0.0,3.0,2.0,3.0,3.0,5.0
xined.csv,92.0,64.0,329.0,1673.0,130.0,432.0,115.0,0.0,54.0,97.0,101.0,78.0
yield.csv,16.0,1.0,0.0,7.0,0.0,52.0,19.0,0.0,2.0,6.0,14.0,2.0
