,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.85,0.62,0.53,0.48,0.49,0.52,0.45,0.33,0.34,0.42,0.39,0.33
autowikibrowser.csv,0.44,0.33,0.35,0.37,0.45,0.36,0.45,0.36,0.38,0.38,0.3,0.32
cities3d.csv,0.0,0.38,0.97,0.53,0.94,0.6,0.58,0.0,0.9,0.63,0.44,0.0
firebird.csv,0.57,0.39,0.44,0.44,0.52,0.36,0.55,0.39,0.35,0.38,0.43,0.41
hydrogen.csv,0.45,0.37,0.39,0.42,0.44,0.34,0.59,0.0,0.35,0.38,0.42,0.46
lphant.csv,0.42,0.33,0.44,0.46,0.46,0.51,0.54,0.4,0.4,0.37,0.34,0.32
qgo.csv,0.38,0.43,0.33,0.39,0.39,0.3,0.41,0.33,0.33,0.34,0.34,0.32
quickfast.csv,0.41,0.53,0.39,0.49,0.62,0.39,0.51,0.63,0.35,0.38,0.43,0.38
rhex.csv,0.5,0.37,0.43,0.58,0.59,0.43,0.52,0.62,0.0,0.6,0.36,0.45
rocrail.csv,0.48,0.43,0.42,0.41,0.43,0.39,0.5,0.44,0.44,0.49,0.41,0.45
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0
yield.csv,0.43,0.36,0.35,0.43,0.48,0.34,0.54,0.37,0.34,0.38,0.36,0.35
