,recall,precision,pf,pci_20,ifa,wins
applet2app.csv,0.685,0.51,0.26,0.46499999999999997,1.0,11
autowikibrowser.csv,0.69,0.515,0.39,0.365,1.0,9
cities3d.csv,0.34,0.36,0.14,0.5549999999999999,6.0,7
firebird.csv,0.77,0.425,0.5549999999999999,0.42,6.0,6
hydrogen.csv,1.0,0.405,1.0,0.405,9.5,1
lphant.csv,0.81,0.46,0.565,0.41000000000000003,3.5,8
qgo.csv,0.87,0.435,0.7,0.34,5.5,3
quickfast.csv,0.755,0.415,0.66,0.42,9.0,2
rhex.csv,0.555,0.385,0.37,0.475,7.0,4
rocrail.csv,0.61,0.515,0.29000000000000004,0.435,3.0,10
xined.csv,0.0,0.0,0.0,0.0,99.0,0
yield.csv,0.875,0.44,0.615,0.365,4.0,5
