,flylinkdc.csv,powerfolder-.csv,ltp.csv,pfaedit.csv,aime.csv,qtwin.csv
aime.csv,0.1,0.07,0.42,0.26,0.83,0.2
flylinkdc.csv,0.7,0.66,0.68,0.73,0.71,0.62
ltp.csv,0.39,0.59,0.71,0.6,0.67,0.19
pfaedit.csv,0.64,0.66,0.11,0.77,0.53,0.92
powerfolder-.csv,0.48,0.61,0.07,0.05,0.59,0.79
qtwin.csv,0.0,0.51,0.0,0.0,0.09,0.98
