,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.0,3.0,0.0,1.0,17.0,7.0,7.0,9.0,1.0,19.0,1.0,3.0
baadengine.csv,0.0,0.0,5.0,0.0,22.0,18.0,43.0,32.0,3.0,7.0,2.0,1.0
chaosrts.csv,1.0,0.0,0.0,0.0,22.0,15.0,10.0,32.0,4.0,12.0,0.0,3.0
chaperon.csv,0.0,2.0,0.0,0.0,49.0,0.0,7.0,3.0,74.0,20.0,0.0,2.0
empyrean.csv,0.0,0.0,11.0,1.0,22.0,51.0,30.0,15.0,3.0,1.0,0.0,2.0
hydrate.csv,0.0,2.0,2.0,1.0,11.0,51.0,6.0,3.0,0.0,6.0,0.0,0.0
jaxlib.csv,1.0,2.0,67.0,0.0,0.0,51.0,155.0,1.0,2.0,161.0,0.0,0.0
joustsim.csv,1.0,0.0,6.0,0.0,1.0,51.0,19.0,0.0,4.0,33.0,0.0,0.0
loki-lib.csv,0.0,0.0,0.0,1.0,14.0,11.0,25.0,8.0,0.0,5.0,0.0,0.0
owlapi.csv,0.0,0.0,6.0,1.0,49.0,10.0,0.0,17.0,5.0,18.0,2.0,1.0
pamguard.csv,0.0,0.0,0.0,0.0,49.0,13.0,28.0,38.0,1.0,36.0,2.0,3.0
poormans.csv,0.0,0.0,6.0,0.0,6.0,51.0,10.0,7.0,0.0,0.0,0.0,1.0
