,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.22,0.3,0.98,0.38,0.06,0.22,0.24,0.24,0.26,0.32,0.81,0.43
baadengine.csv,0.99,0.77,0.52,0.75,0.08,0.12,0.28,0.25,0.61,0.45,0.9,0.8
chaosrts.csv,0.79,0.78,0.5,0.68,0.08,0.12,0.29,0.28,0.56,0.44,0.99,0.78
chaperon.csv,0.13,0.2,0.28,0.44,0.0,1.0,0.24,0.13,0.0,0.18,0.17,0.36
empyrean.csv,0.6,0.99,0.43,0.38,0.06,0.0,0.26,0.3,0.3,0.42,0.55,0.48
hydrate.csv,0.44,0.13,0.32,0.46,0.12,0.0,0.28,0.4,0.13,0.47,0.39,0.99
jaxlib.csv,0.03,0.1,0.0,0.03,1.0,0.0,0.0,0.33,0.12,0.0,0.15,0.06
joustsim.csv,0.56,0.64,0.37,0.35,0.25,0.0,0.28,1.0,0.42,0.38,0.26,0.5
loki-lib.csv,0.68,0.66,0.61,0.69,0.05,0.08,0.23,0.42,0.96,0.5,0.8,0.78
owlapi.csv,0.14,0.22,0.25,0.23,0.0,0.18,0.94,0.24,0.23,0.2,0.47,0.21
pamguard.csv,0.64,0.54,0.18,1.0,0.0,0.21,0.31,0.1,0.37,0.3,0.79,0.46
poormans.csv,0.48,0.25,0.28,0.59,0.16,0.0,0.35,0.39,0.47,0.97,0.4,0.58
