,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.63,0.56,1.0,0.64,0.03,0.14,0.23,0.16,0.35,0.27,0.9,0.52
baadengine.csv,0.99,0.72,0.4,0.65,0.04,0.07,0.16,0.15,0.46,0.31,0.88,0.68
chaosrts.csv,0.8,0.64,0.34,0.66,0.04,0.07,0.19,0.16,0.39,0.31,1.0,0.63
chaperon.csv,0.82,0.62,0.57,0.7,0.0,1.0,0.19,0.2,0.0,0.14,0.93,0.73
empyrean.csv,0.82,1.0,0.34,0.64,0.03,0.0,0.16,0.21,0.33,0.3,0.88,0.71
hydrate.csv,0.99,0.71,0.4,0.71,0.07,0.0,0.21,0.44,1.0,0.47,1.0,0.97
jaxlib.csv,0.88,0.44,0.0,1.0,1.0,0.0,0.0,0.43,0.5,0.0,1.0,0.5
joustsim.csv,0.67,0.65,0.31,0.67,0.17,0.0,0.22,1.0,0.36,0.26,0.88,0.8
loki-lib.csv,0.81,0.67,0.45,0.66,0.03,0.05,0.15,0.27,1.0,0.37,0.96,0.67
owlapi.csv,0.55,0.5,0.23,0.67,0.0,0.11,0.96,0.17,0.25,0.24,0.88,0.67
pamguard.csv,0.86,0.65,0.18,1.0,0.0,0.11,0.19,0.06,0.33,0.2,0.88,0.57
poormans.csv,0.81,0.61,0.29,0.82,0.09,0.0,0.26,0.3,0.61,0.97,0.97,0.73
