,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.97,0.88,0.62,0.72,0.41,0.71,0.81,0.55,0.82,0.73,0.5,0.57
baadengine.csv,0.44,0.46,0.35,0.32,0.3,0.5,0.48,0.49,0.42,0.41,0.4,0.36
chaosrts.csv,0.48,0.42,0.4,0.35,0.3,0.39,0.46,0.49,0.44,0.48,0.4,0.37
chaperon.csv,0.97,0.92,0.86,0.78,0.77,0.75,0.74,0.8,0.0,0.84,0.93,0.82
empyrean.csv,0.67,0.51,0.45,0.72,0.39,0.79,0.55,0.72,0.79,0.45,0.5,0.76
hydrate.csv,0.99,0.86,0.67,0.57,0.37,0.8,0.53,0.78,0.5,0.62,0.65,0.38
jaxlib.csv,0.88,0.89,0.0,0.0,0.5,0.75,0.67,0.86,0.75,0.0,0.91,0.5
joustsim.csv,0.51,0.58,0.53,0.9,0.83,0.8,0.7,0.82,0.69,0.69,0.88,0.6
loki-lib.csv,0.65,0.48,0.32,0.29,0.32,0.5,0.49,0.43,0.59,0.43,0.44,0.37
owlapi.csv,0.99,0.95,0.65,0.92,0.0,0.78,0.88,0.78,0.92,0.96,0.53,0.83
pamguard.csv,0.69,0.69,0.64,0.44,0.5,0.51,0.59,0.69,0.64,0.6,0.5,0.65
poormans.csv,0.82,0.89,0.52,0.48,0.48,0.83,0.54,0.45,0.67,0.68,0.58,0.45
