,baadengine.csv,empyrean.csv,atomsite.csv,pamguard.csv,jaxlib.csv,chaperon.csv,owlapi.csv,joustsim.csv,loki-lib.csv,poormans.csv,chaosrts.csv,hydrate.csv
atomsite.csv,0.13,0.2,0.95,0.27,0.5,0.5,0.24,0.45,0.21,0.38,0.73,0.36
baadengine.csv,0.98,0.84,0.77,0.9,1.0,0.5,0.96,0.91,0.93,0.85,0.93,0.97
chaosrts.csv,0.78,1.0,0.95,0.69,1.0,0.5,0.56,1.0,1.0,0.76,0.99,1.0
chaperon.csv,0.07,0.12,0.18,0.32,0.0,1.0,0.32,0.09,0.0,0.24,0.09,0.24
empyrean.csv,0.47,0.99,0.59,0.27,0.5,0.0,0.64,0.55,0.28,0.71,0.4,0.36
hydrate.csv,0.28,0.07,0.27,0.34,1.0,0.0,0.44,0.36,0.07,0.47,0.24,1.0
jaxlib.csv,0.01,0.06,0.0,0.02,1.0,0.0,0.0,0.27,0.07,0.0,0.08,0.03
joustsim.csv,0.49,0.62,0.45,0.24,0.5,0.0,0.4,1.0,0.52,0.68,0.15,0.36
loki-lib.csv,0.59,0.65,0.91,0.73,0.5,0.25,0.52,0.91,0.93,0.76,0.69,0.94
owlapi.csv,0.08,0.14,0.27,0.14,0.0,0.5,0.92,0.36,0.21,0.18,0.32,0.12
pamguard.csv,0.51,0.46,0.18,1.0,0.0,1.0,0.8,0.27,0.41,0.59,0.72,0.39
poormans.csv,0.34,0.16,0.27,0.46,1.0,0.0,0.52,0.55,0.38,0.97,0.25,0.48
