,recall,precision,pf,wins
abbot.csv,0.82,0.42,0.7,239
acdk.csv,0.45,0.52,0.25,597
acegisecurity.csv,0.64,0.44,0.48,414
adaptagrams.csv,0.39,0.5,0.21,590
adobe-source.csv,0.48,0.46,0.36,461
adonthell.csv,0.52,0.39,0.47,235
agilitybook.csv,0.44,0.4,0.4,267
alembik.csv,0.27,0.56,0.13,612
algebsql.csv,0.39,0.34,0.51,51
all-plasm.csv,0.33,0.42,0.29,357
alleg.csv,0.5,0.4,0.42,294
alpine.csv,0.73,0.41,0.61,261
alsa.csv,0.67,0.45,0.5,427
amanda.csv,0.54,0.45,0.42,423
amateur-scrolls.csv,0.2,0.34,0.15,305
ambulant.csv,0.65,0.4,0.63,159
amygdala.csv,0.4,0.41,0.37,283
anaxagora.csv,0.63,0.43,0.48,385
apertium.csv,0.33,0.39,0.27,330
apolloplayer.csv,0.58,0.42,0.43,393
arcallians.csv,0.67,0.44,0.52,380
archive-crawler.csv,0.43,0.42,0.36,349
ardour.csv,0.5,0.51,0.3,587
arianne.csv,0.95,0.39,0.94,45
arm-webradio.csv,0.4,0.41,0.37,283
array4j.csv,0.59,0.36,0.62,88
arsenal-1.csv,0.25,0.48,0.18,514
atlc.csv,0.7,0.39,0.68,132
atomsite.csv,0.71,0.42,0.63,232
atunes.csv,0.61,0.43,0.48,368
auber.csv,0.81,0.41,0.72,195
aubit4gl.csv,0.14,0.4,0.13,375
aufs.csv,0.27,0.33,0.25,222
autat.csv,0.28,0.48,0.18,534
autofac.csv,0.58,0.45,0.44,427
autowikibrowser.csv,0.67,0.46,0.47,478
avifile.csv,0.44,0.36,0.5,110
avisynth2.csv,0.03,0.29,0.02,255
awemud.csv,0.57,0.46,0.39,494
aztec.csv,0.37,0.5,0.21,582
azureus.csv,0.86,0.4,0.8,130
baadengine.csv,0.89,0.42,0.77,208
bacnet.csv,0.45,0.45,0.33,459
bacula.csv,0.74,0.42,0.6,295
badtrinitycore.csv,0.34,0.44,0.25,451
barracudamvc.csv,0.93,0.36,0.97,10
bdbbasic.csv,0.45,0.41,0.35,372
beast-mcmc.csv,0.74,0.45,0.57,391
benojt.csv,1.0,0.38,1.0,16
bibedt.csv,0.54,0.45,0.39,459
bibletime.csv,0.7,0.43,0.54,368
bigdata.csv,0.44,0.41,0.38,308
biodwh.csv,0.31,0.52,0.16,596
bionote.csv,0.35,0.5,0.19,586
biopax.csv,1.0,0.39,1.0,28
bl-toolkit.csv,0.69,0.38,0.71,86
blogentis.csv,0.52,0.37,0.66,25
bloodycore.csv,0.21,0.4,0.18,371
blue-c.csv,0.77,0.43,0.64,279
bnetd.csv,0.77,0.4,0.7,170
boost-sandbox.csv,0.56,0.38,0.55,158
boost.csv,0.61,0.46,0.43,478
botsnscouts.csv,0.63,0.48,0.42,526
brlcad.csv,0.28,0.47,0.18,519
bscwweasel.csv,0.27,0.47,0.17,525
buddata-ebxml-registry.csv,0.97,0.38,0.94,49
bulmages.csv,0.18,0.33,0.12,311
bwapi.csv,0.96,0.38,0.96,30
bzbyte.csv,0.26,0.12,0.22,31
calcubetimer.csv,0.73,0.4,0.65,200
capcode.csv,0.57,0.39,0.57,151
carabiner.csv,0.69,0.44,0.52,404
cascading.csv,0.69,0.43,0.53,374
chaosrts.csv,0.53,0.42,0.43,340
chaperon.csv,0.41,0.36,0.44,145
checker-framework.csv,0.86,0.4,0.82,111
chipster.csv,0.14,0.38,0.12,361
chrysalis.csv,0.48,0.49,0.29,560
clamav.csv,0.74,0.42,0.6,295
cme.csv,0.0,0.0,0.0,3
codeblocks.csv,0.64,0.47,0.42,518
codepurge.csv,0.52,0.44,0.41,397
codesmith.csv,0.64,0.38,0.65,112
columba.csv,0.64,0.46,0.45,478
continuum-ide.csv,0.18,0.42,0.16,401
coot.csv,0.5,0.35,0.48,153
cortex-vfx.csv,0.39,0.52,0.23,592
crisscross.csv,0.94,0.38,0.9,65
critterding.csv,0.88,0.39,0.85,81
crux-framework.csv,0.27,0.42,0.22,401
ctrlr.csv,0.23,0.29,0.33,68
cubefs.csv,0.54,0.39,0.5,215
cuberok.csv,0.56,0.43,0.46,343
customsagetv.csv,0.14,0.5,0.09,553
customwars.csv,0.52,0.49,0.33,554
dataobjectsdotnet.csv,0.64,0.4,0.54,257
decidr.csv,0.88,0.39,0.82,116
doomlegacy.csv,0.73,0.45,0.6,330
dspace-gsoc.csv,0.7,0.45,0.55,382
dsworkbench.csv,0.08,0.33,0.07,290
dvd-create.csv,0.73,0.43,0.6,301
dvt.csv,0.32,0.44,0.25,436
dxengine.csv,0.34,0.38,0.3,280
dynalloy.csv,0.64,0.39,0.6,176
e-bio-flow.csv,0.32,0.47,0.19,541
echongl.csv,0.5,0.42,0.42,320
elateportal.csv,0.58,0.4,0.5,257
electric-core.csv,0.76,0.43,0.6,326
elmo.csv,0.28,0.44,0.24,415
elvishrayrenderer.csv,0.33,0.38,0.33,241
emftriple.csv,0.15,0.26,0.23,79
emite.csv,0.27,0.45,0.2,471
emono.csv,0.68,0.4,0.67,140
empserver.csv,0.77,0.4,0.69,183
empyrean.csv,0.0,0.0,0.0,3
emulemorph.csv,0.02,0.2,0.01,147
encog-java.csv,0.08,0.4,0.05,433
enlightenment.csv,1.0,0.39,1.0,28
enzo.csv,0.94,0.39,0.92,60
esmf.csv,0.67,0.43,0.56,301
etherboot.csv,0.51,0.18,0.31,148
etics.csv,0.4,0.53,0.21,601
exist.csv,0.94,0.4,0.9,85
exl.csv,0.5,0.4,0.44,267
extprosys.csv,0.78,0.38,0.75,109
factor.csv,0.14,0.43,0.09,472
fbmanager.csv,0.02,0.07,0.0,43
fceugc.csv,0.4,0.38,0.39,223
ffigo.csv,0.2,0.38,0.17,337
fido.csv,0.0,0.0,0.0,3
findbugs.csv,0.61,0.43,0.46,395
firebird.csv,0.82,0.44,0.68,289
fityk.csv,0.65,0.45,0.48,438
fleet-simulator.csv,0.87,0.41,0.78,165
flexpay.csv,0.42,0.38,0.41,214
fluent-nhibernate.csv,0.32,0.5,0.19,564
fluidium.csv,0.01,0.11,0.02,52
flylegacy.csv,0.57,0.43,0.42,420
flylinkdc.csv,0.82,0.4,0.73,177
fm-classic.csv,0.1,0.46,0.07,501
fmri-dmt.csv,0.59,0.35,0.7,15
forester-atv.csv,0.17,0.4,0.13,407
foursquared.csv,0.14,0.4,0.09,433
free-evolution.csv,0.53,0.43,0.42,376
freebios.csv,0.45,0.35,0.51,97
freedom-erp.csv,0.12,0.34,0.09,312
freenet.csv,0.87,0.38,0.86,62
freewrl.csv,0.75,0.42,0.64,251
fritzing.csv,0.55,0.47,0.35,533
frogatto.csv,0.83,0.41,0.7,230
ftm.csv,0.25,0.61,0.1,618
fulguro.csv,0.55,0.34,0.57,91
fw4spl.csv,0.46,0.45,0.35,440
gabel.csv,0.35,0.54,0.18,606
galaxium.csv,0.6,0.49,0.39,548
gamestone.csv,0.19,0.36,0.19,270
gdis.csv,0.61,0.42,0.51,298
gebr.csv,0.96,0.39,0.91,76
genecys.csv,0.6,0.38,0.62,120
genoviz.csv,0.1,0.62,0.03,615
geochat.csv,0.41,0.38,0.41,205
geogebra.csv,0.49,0.5,0.29,583
geotools.csv,0.78,0.41,0.68,217
gephex.csv,0.84,0.38,0.83,71
gisgraphy.csv,0.29,0.44,0.2,473
glas.csv,0.64,0.45,0.45,468
glelite.csv,0.92,0.4,0.89,78
gmerlin.csv,0.87,0.33,0.76,106
