,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.52,0.46,0.54,0.49,0.48,0.4,0.76,0.38,0.95,0.49
geotools.csv,0.4,0.51,0.36,0.63,0.47,0.71,0.43,0.34,0.45,0.44
gephex.csv,0.64,0.51,0.54,0.38,0.53,0.41,0.42,0.52,0.45,0.43
haggle.csv,0.75,0.46,0.74,0.83,0.48,0.46,0.54,0.33,0.64,0.86
java-gnome.csv,0.93,0.93,0.96,0.46,0.87,0.92,0.57,0.93,0.48,0.41
jgnash.csv,0.46,0.37,0.57,0.33,0.44,0.55,0.48,0.35,0.43,0.33
jrdf.csv,0.71,0.95,0.44,0.44,0.61,0.55,0.54,0.93,0.58,0.51
mpqc.csv,0.97,0.97,0.98,0.95,0.9,0.94,0.99,0.61,0.86,0.59
panda3d.csv,0.8,0.6,0.66,0.58,0.68,0.76,0.47,0.5,0.88,0.75
tencompetence.csv,0.97,0.84,0.69,0.44,0.65,0.37,0.56,0.9,0.67,0.77
