,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.75,0.8,0.6,0.72,0.77,0.6,0.32,0.8,0.13,0.86
geotools.csv,0.45,0.8,0.96,0.35,0.73,0.33,0.64,0.93,0.28,0.69
gephex.csv,0.35,0.76,0.6,1.0,0.67,0.8,0.76,0.68,0.6,0.53
haggle.csv,0.05,0.7,0.52,0.05,0.46,0.47,0.45,0.72,0.14,0.11
java-gnome.csv,0.2,0.36,0.36,0.81,0.38,0.4,0.52,0.18,0.3,0.67
jgnash.csv,0.35,0.53,0.64,0.6,0.42,0.53,0.52,0.69,0.38,0.88
jrdf.csv,0.1,0.16,0.48,0.88,0.46,0.73,0.38,0.14,0.39,0.39
mpqc.csv,0.6,0.23,0.12,0.26,0.42,0.13,0.19,0.51,0.51,0.55
panda3d.csv,0.35,0.49,0.48,0.42,0.5,0.2,0.64,0.39,0.19,0.12
tencompetence.csv,0.4,0.24,0.56,0.72,0.48,0.8,0.52,0.07,0.81,0.11
