,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.15,0.65,0.18,0.77,0.34,0.18,0.38,0.63,0.54,0.87
geotools.csv,0.1,0.7,0.23,0.74,0.33,0.36,0.42,0.65,0.46,0.8
gephex.csv,0.11,0.61,0.16,0.78,0.29,0.31,0.34,0.77,0.6,0.57
haggle.csv,0.25,0.75,0.42,0.5,0.29,0.29,0.43,0.6,0.51,1.0
java-gnome.csv,0.13,0.6,0.36,0.96,0.3,0.5,0.34,0.93,0.53,0.67
jgnash.csv,0.13,0.72,0.34,0.79,0.38,0.4,0.39,0.61,0.53,0.67
jrdf.csv,0.06,0.6,0.11,0.88,0.36,0.5,0.29,0.67,0.67,0.51
mpqc.csv,0.31,0.59,0.06,0.75,0.33,0.12,0.16,0.61,0.65,0.65
panda3d.csv,0.15,0.68,0.23,0.77,0.4,0.18,0.31,0.58,0.55,0.33
tencompetence.csv,0.24,0.47,0.16,0.82,0.33,0.18,0.22,0.5,0.83,0.23
