,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.37,0.83,0.38,0.53,0.62,0.36,0.93,0.75,0.31,0.6,0.54,0.88,0.37,0.33,0.52,0.69,0.47
bionote.csv,0.36,0.89,0.69,0.34,0.46,0.69,0.41,0.39,0.69,0.85,0.57,0.57,0.59,0.4,0.57,0.64,0.59
bullet.csv,0.36,0.76,0.4,0.28,0.43,0.43,0.37,0.56,0.39,0.5,0.57,0.63,0.36,0.44,0.39,0.48,0.49
dxengine.csv,0.83,0.91,0.86,0.5,0.56,0.92,0.56,0.64,0.75,0.61,0.66,0.82,0.83,0.0,0.89,0.88,0.6
emono.csv,0.39,0.71,0.43,0.29,0.49,0.46,0.43,0.59,0.44,0.42,0.44,0.62,0.58,0.5,0.37,0.39,0.55
findbugs.csv,0.58,0.73,0.42,0.31,0.48,0.4,0.38,0.48,0.44,0.44,0.58,0.45,0.53,0.49,0.56,0.35,0.5
hazelcast.csv,0.31,0.34,0.29,0.27,0.36,0.33,0.32,0.36,0.33,0.3,0.43,0.45,0.37,0.31,0.29,0.32,0.42
jedit.csv,0.44,0.45,0.31,0.28,0.42,0.4,0.38,0.42,0.35,0.34,0.41,0.42,0.37,0.4,0.35,0.33,0.43
jmonkeyengine.csv,0.92,0.45,0.89,0.89,0.42,0.91,0.53,0.43,0.65,0.74,0.65,0.41,0.61,0.92,0.9,0.54,0.47
kolmafia.csv,0.32,0.33,0.32,0.27,0.38,0.36,0.35,0.4,0.36,0.31,0.41,0.53,0.4,0.39,0.31,0.5,0.43
lamp.csv,0.4,0.6,0.4,0.34,0.41,0.37,0.38,0.41,0.42,0.42,0.67,0.5,0.5,0.35,0.36,0.56,0.43
lcfizvtop.csv,0.31,0.34,0.31,0.29,0.42,0.33,0.52,0.57,0.31,0.33,0.65,0.56,0.35,0.32,0.3,0.4,0.42
onotoa.csv,0.51,0.76,0.65,0.52,0.83,0.43,0.66,0.8,0.55,0.47,0.53,0.62,0.49,0.95,0.54,0.5,0.85
openintents.csv,0.37,0.41,0.32,0.41,0.73,0.48,0.52,0.73,0.36,0.73,0.66,0.53,0.39,0.38,0.31,0.41,0.79
qlc.csv,0.68,0.86,0.53,0.31,0.4,0.43,0.35,0.46,0.33,0.38,0.75,0.6,0.45,0.35,0.36,0.4,0.45
triplea.csv,0.38,0.44,0.47,0.28,0.41,0.4,0.36,0.47,0.4,0.56,0.42,0.48,0.4,0.36,0.42,0.33,0.49
