,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.73,0.17,0.68,0.43,0.59,0.7,0.25,0.0,0.54,0.32,0.79,0.41,0.51,0.49,0.36,0.26,0.53
bionote.csv,0.67,0.17,0.43,0.5,0.59,0.34,0.44,0.7,0.37,0.26,0.45,0.4,0.87,0.66,0.4,0.28,0.32
bullet.csv,0.38,0.25,0.53,0.55,0.66,0.67,0.76,0.37,0.34,0.64,0.35,0.4,0.24,0.56,0.43,0.49,0.6
dxengine.csv,0.06,0.41,0.14,0.42,0.62,0.15,0.35,0.2,0.07,0.51,0.57,0.5,0.15,0.0,0.21,0.17,0.32
emono.csv,0.55,0.4,0.71,0.13,0.6,0.0,0.53,0.78,0.45,0.63,0.52,0.31,0.27,0.54,0.54,0.0,0.68
findbugs.csv,0.52,0.54,0.55,0.57,0.61,0.69,0.62,0.7,0.72,0.59,0.3,0.54,0.59,0.54,0.62,0.0,0.63
hazelcast.csv,0.78,0.71,0.6,0.33,0.71,0.94,0.6,0.63,0.6,0.23,0.55,0.48,0.68,0.69,0.5,0.84,0.45
jedit.csv,0.72,0.47,0.36,0.13,0.09,0.0,0.0,0.09,0.51,0.0,0.09,0.35,0.45,0.71,0.32,0.0,0.0
jmonkeyengine.csv,0.09,0.56,0.19,0.2,0.63,0.21,0.54,0.66,0.64,0.31,0.14,0.46,0.71,0.18,0.29,0.0,0.55
kolmafia.csv,0.51,0.68,0.63,0.24,0.58,0.68,0.61,0.46,0.48,0.48,0.13,0.5,0.54,0.7,0.39,0.43,0.47
lamp.csv,0.64,0.66,0.61,0.54,0.73,0.76,0.54,0.69,0.53,0.55,0.59,0.48,0.74,0.0,0.6,0.36,0.0
lcfizvtop.csv,0.7,0.69,0.65,0.66,0.67,0.65,0.47,0.2,0.54,0.54,0.48,0.74,0.64,0.46,0.45,0.58,0.33
onotoa.csv,0.49,0.38,0.37,0.62,0.24,0.0,0.5,0.35,0.57,0.64,0.45,0.27,0.49,0.2,0.48,0.0,0.51
openintents.csv,0.45,0.13,0.54,0.69,0.37,0.6,0.56,0.44,0.0,0.27,0.31,0.43,0.57,0.35,0.5,0.0,0.48
qlc.csv,0.41,0.48,0.42,0.65,0.66,0.48,0.57,0.57,0.61,0.47,0.28,0.31,0.63,0.7,0.5,0.58,0.54
triplea.csv,0.66,0.54,0.67,0.33,0.45,0.35,0.7,0.63,0.64,0.53,0.74,0.55,0.29,0.13,0.54,0.0,0.38
