,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.66,0.0,0.17,0.62,0.43,0.52,0.05,0.22,0.4,0.09,0.12,0.44,0.75,0.86,0.37,0.0,0.0,0.2
bionote.csv,0.0,0.1,0.12,0.05,0.01,0.13,0.05,0.12,0.42,0.0,0.05,0.16,1.0,0.0,0.07,0.17,0.05,0.04
buddata-ebxml-registry.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,1.0,0.0
bullet.csv,0.7,0.5,0.24,0.0,0.99,0.13,0.32,0.46,0.15,0.71,0.38,0.49,0.29,0.57,0.43,0.38,0.45,0.47
bulmages.csv,0.29,0.0,0.12,0.05,0.16,0.0,0.0,0.92,0.05,0.02,0.02,0.05,0.0,0.09,0.0,0.11,0.01,0.23
bwapi.csv,0.41,0.26,0.18,0.63,0.63,0.63,0.34,0.59,0.19,0.14,0.99,0.6,0.74,0.55,0.38,0.67,0.38,0.53
cubefs.csv,0.74,0.57,0.24,0.51,0.28,0.24,0.13,0.17,0.99,0.67,0.16,0.6,0.57,0.31,0.53,0.39,0.54,0.17
emisview.csv,0.0,0.1,0.0,0.93,0.05,0.19,0.3,0.0,0.01,0.0,0.02,0.13,0.43,0.09,0.07,0.17,0.05,0.04
java-gnome.csv,0.18,0.36,0.45,0.2,0.58,0.54,0.2,0.54,0.48,0.97,0.13,0.44,0.14,0.41,0.3,0.46,0.63,0.42
jgameai.csv,0.01,0.97,0.12,0.26,0.19,0.06,0.2,0.06,0.12,0.42,0.07,0.23,0.63,0.09,0.15,0.31,0.09,0.04
megasquirtavr.csv,0.67,0.51,0.83,0.09,0.35,0.49,0.0,0.38,0.6,0.74,0.51,0.49,0.47,0.55,0.69,0.72,0.73,0.17
mp-rechnungs-und-kundenverwaltung.csv,0.55,0.18,0.43,0.39,0.34,0.19,0.59,0.49,0.34,0.37,0.17,0.95,0.54,0.4,0.12,0.0,0.18,0.51
mptvseries.csv,0.44,0.42,0.44,0.59,0.49,0.96,0.49,0.46,0.41,0.06,0.25,0.25,0.29,0.47,0.13,0.46,0.52,0.17
oorexx.csv,0.48,0.57,0.45,0.6,0.63,0.24,0.62,0.53,0.53,0.51,0.44,0.45,0.69,0.52,0.49,0.0,0.61,1.0
somap.csv,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.0
tktoolkit.csv,0.36,0.72,0.42,0.48,0.51,0.41,0.74,0.36,0.41,0.64,0.09,0.66,0.72,0.53,0.24,0.0,0.39,0.54
xharbour.csv,1.0,0.64,0.68,0.34,0.53,0.55,0.39,0.43,0.39,0.51,0.7,0.54,0.51,0.57,0.0,0.46,0.56,0.44
