,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.39,1.01,0.98,0.53,0.78,0.54,0.96,0.84,0.91,0.93,0.9,0.76,0.53,0.17,0.82,1.07,1.07,0.87
bionote.csv,1.0,0.92,0.94,0.96,0.99,0.89,0.96,0.91,0.76,1.0,0.96,0.87,0.0,1.0,0.94,0.86,0.99,0.98
buddata-ebxml-registry.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,0.0,1.0
bullet.csv,0.57,0.8,0.8,1.01,0.05,0.93,0.92,0.69,0.89,0.46,0.83,0.62,0.77,0.66,0.65,0.67,0.6,0.85
bulmages.csv,0.75,1.0,0.9,0.96,0.89,1.0,1.0,0.1,0.96,0.98,0.98,0.96,1.0,0.93,1.0,0.91,1.02,0.81
bwapi.csv,0.71,0.84,0.86,0.56,0.66,0.67,0.91,0.69,0.84,0.91,0.03,0.68,0.55,0.78,0.9,0.38,0.67,0.8
cubefs.csv,0.47,0.63,0.8,0.77,0.83,0.93,0.97,0.92,0.03,0.49,0.92,0.64,0.69,0.77,0.53,0.66,0.52,0.88
emisview.csv,1.0,0.92,1.0,0.09,0.96,0.84,0.77,1.0,0.99,1.0,0.98,0.9,0.64,0.93,0.94,0.86,0.96,0.97
java-gnome.csv,0.86,0.7,0.62,0.83,0.62,0.63,0.96,0.71,0.71,0.04,0.94,0.68,0.9,0.72,0.75,0.59,0.42,0.71
jgameai.csv,0.99,0.04,0.9,0.79,0.84,0.95,0.95,0.95,0.9,0.64,0.94,0.81,0.5,0.93,0.88,0.74,0.93,0.98
megasquirtavr.csv,0.52,0.81,0.2,0.98,0.91,0.84,1.0,0.89,0.59,0.52,0.82,0.83,0.85,0.8,0.45,0.33,0.37,0.96
mp-rechnungs-und-kundenverwaltung.csv,0.54,0.9,0.72,0.7,0.76,0.88,0.67,0.71,0.76,0.71,0.87,0.06,0.52,0.74,0.92,1.1,0.85,0.67
mptvseries.csv,0.61,0.67,0.68,0.54,0.6,0.05,0.71,0.69,0.72,0.95,0.91,0.8,0.77,0.6,0.95,0.59,0.58,0.92
oorexx.csv,0.6,0.64,0.63,0.63,0.53,0.88,0.59,0.63,0.71,0.7,0.72,0.87,0.65,0.64,0.58,1.03,0.62,0.0
somap.csv,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,0.0,1.0,1.0,1.0
tktoolkit.csv,0.7,0.54,0.88,0.73,0.56,0.68,0.3,0.78,0.79,0.43,0.93,0.53,0.46,0.67,0.94,1.21,0.92,0.65
xharbour.csv,0.0,0.66,0.67,0.72,0.79,0.69,0.89,0.87,0.89,0.82,0.65,0.62,0.82,0.73,1.01,0.59,0.77,0.73
