,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.62,0.0,0.8,0.61,0.42,0.47,0.04,0.19,0.68,0.07,0.1,0.43,0.88,0.83,0.35,0.62,0.61,0.17
bionote.csv,0.0,0.08,0.1,0.04,0.01,0.11,0.04,0.1,0.4,0.0,0.04,0.13,1.0,0.0,0.06,0.14,0.04,0.03
buddata-ebxml-registry.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0
bullet.csv,0.79,0.58,0.2,0.0,1.0,0.11,0.87,0.43,0.12,0.74,0.36,0.45,0.25,0.6,0.38,0.33,0.4,0.89
bulmages.csv,0.25,0.0,0.1,0.04,0.13,0.0,0.0,0.9,0.04,0.02,0.02,0.04,0.0,0.07,0.0,0.09,0.01,0.19
bwapi.csv,0.37,0.23,0.15,0.65,0.76,0.74,0.87,0.67,0.16,0.12,1.0,0.7,0.88,0.77,0.4,0.62,0.33,0.75
cubefs.csv,0.79,0.58,0.2,0.57,0.24,0.21,1.0,0.14,1.0,0.68,0.13,0.64,0.62,0.27,0.47,0.34,0.48,0.14
emisview.csv,0.0,0.08,0.0,0.91,0.04,0.16,0.26,0.0,0.01,0.0,0.02,0.11,0.38,0.07,0.06,0.14,0.04,0.03
java-gnome.csv,0.15,0.31,0.4,0.17,0.6,0.53,0.87,0.57,0.47,0.96,0.11,0.4,0.12,0.37,0.26,0.41,0.58,0.39
jgameai.csv,0.01,0.96,0.1,0.22,0.16,0.05,0.91,0.05,0.1,0.37,0.06,0.19,0.62,0.07,0.12,0.26,0.07,0.03
megasquirtavr.csv,0.7,0.77,0.8,0.91,0.93,0.68,1.0,0.95,0.61,0.84,0.87,0.87,0.75,0.97,0.69,0.67,0.73,0.92
mp-rechnungs-und-kundenverwaltung.csv,0.51,0.15,0.4,0.35,0.3,0.16,0.65,0.48,0.3,0.33,0.14,0.94,0.5,0.37,0.1,0.53,0.15,0.5
mptvseries.csv,0.39,0.38,0.4,0.57,0.45,0.95,0.48,0.43,0.38,0.05,0.22,0.21,0.25,0.43,0.11,0.41,0.48,0.14
oorexx.csv,0.43,0.58,0.4,0.65,0.63,0.21,0.65,0.52,0.56,0.51,0.41,0.62,0.88,0.5,0.44,0.74,0.64,1.0
somap.csv,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0
tktoolkit.csv,0.31,0.81,0.85,0.48,0.46,0.37,0.7,0.33,0.39,0.61,0.07,0.68,0.75,0.53,0.21,0.33,0.46,0.53
xharbour.csv,1.0,0.77,0.9,0.3,0.67,0.58,0.87,0.81,0.92,0.88,0.91,0.53,0.88,0.67,0.83,0.41,0.82,0.42
