,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.57,0.69,0.44,0.69,0.25,0.74,0.7,0.22
arcallians.csv,0.53,0.57,0.46,0.76,0.36,0.63,0.58,0.45
arianne.csv,0.72,0.49,0.29,0.52,0.25,0.63,0.52,0.2
cortex-vfx.csv,0.59,0.71,0.53,0.83,0.46,0.76,0.68,0.4
mbse.csv,0.49,0.49,0.16,0.51,0.43,0.67,0.56,0.23
multitude.csv,0.61,0.55,0.31,0.72,0.28,0.64,0.73,0.25
phonon-vlc-mplayer.csv,0.7,0.58,0.64,0.84,0.25,0.68,0.65,0.28
qgis.csv,0.51,0.69,0.54,0.75,0.0,0.0,0.53,0.24
