,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.67,0.22,0.66,0.52,0.29,0.55,0.26,0.0,0.41,0.39,0.74,0.14,0.26,0.68,0.38,0.19,0.12
bionote.csv,0.64,0.23,0.57,0.47,0.55,0.45,0.57,0.27,0.45,0.35,0.43,0.29,0.57,0.7,0.43,0.39,0.41
bullet.csv,0.63,0.2,0.6,0.6,0.56,0.8,0.79,0.23,0.43,0.85,0.39,0.33,0.24,0.52,0.53,0.67,0.65
dxengine.csv,0.0,0.27,0.24,0.39,0.57,0.2,0.49,0.2,0.0,0.76,0.39,0.53,0.12,0.04,0.27,0.32,0.54
emono.csv,0.58,0.17,0.76,0.55,0.32,0.86,0.8,0.32,0.34,0.83,0.4,0.15,0.1,0.57,0.57,0.91,0.75
findbugs.csv,0.57,0.29,0.69,0.5,0.56,0.86,0.73,0.29,0.5,0.72,0.34,0.33,0.23,0.6,0.48,0.69,0.52
hazelcast.csv,0.7,0.24,0.69,0.59,0.57,0.95,0.74,0.28,0.42,0.82,0.54,0.32,0.28,0.74,0.46,0.9,0.65
jedit.csv,0.7,0.31,0.76,0.57,0.55,0.92,0.82,0.26,0.33,0.89,0.51,0.24,0.21,0.72,0.52,0.88,0.78
jmonkeyengine.csv,0.08,0.18,0.32,0.34,0.54,0.24,0.68,0.28,0.57,0.62,0.16,0.27,0.33,0.45,0.41,0.6,0.72
kolmafia.csv,0.62,0.25,0.68,0.57,0.59,0.82,0.84,0.26,0.43,0.82,0.47,0.26,0.28,0.73,0.46,0.57,0.74
lamp.csv,0.64,0.38,0.51,0.51,0.62,0.82,0.74,0.27,0.38,0.75,0.41,0.24,0.33,0.55,0.44,0.68,0.77
lcfizvtop.csv,0.61,0.2,0.69,0.56,0.48,0.76,0.64,0.19,0.39,0.66,0.33,0.53,0.27,0.73,0.44,0.71,0.68
onotoa.csv,0.29,0.1,0.34,0.35,0.41,0.76,0.57,0.37,0.22,0.72,0.21,0.21,0.0,0.31,0.51,0.51,0.46
openintents.csv,0.54,0.18,0.61,0.6,0.29,0.81,0.64,0.19,0.43,0.49,0.46,0.21,0.24,0.61,0.53,0.81,0.55
qlc.csv,0.56,0.33,0.68,0.55,0.54,0.71,0.78,0.33,0.42,0.71,0.38,0.29,0.47,0.66,0.45,0.62,0.62
triplea.csv,0.66,0.26,0.76,0.6,0.54,0.93,0.8,0.27,0.44,0.66,0.58,0.35,0.23,0.66,0.49,0.92,0.68
