,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.34,0.75,0.38,0.3,0.88,0.43,0.9,0.0,0.39,0.72,0.72,0.67,0.48,0.34,0.6,0.83,0.83
bionote.csv,0.37,0.92,0.64,0.32,0.46,0.69,0.39,0.39,0.5,0.82,0.71,0.59,0.5,0.38,0.5,0.71,0.65
bullet.csv,0.34,0.49,0.43,0.28,0.38,0.44,0.37,0.51,0.43,0.43,0.54,0.53,0.37,0.52,0.37,0.42,0.49
dxengine.csv,0.0,0.54,0.89,0.39,0.5,0.93,0.52,0.55,0.0,0.48,0.59,0.88,0.89,0.0,0.94,0.91,0.56
emono.csv,0.44,0.71,0.36,0.3,0.59,0.44,0.43,0.56,0.43,0.41,0.46,0.67,0.56,0.47,0.39,0.38,0.53
findbugs.csv,0.5,0.52,0.48,0.32,0.38,0.41,0.35,0.41,0.48,0.43,0.58,0.41,0.42,0.42,0.57,0.44,0.57
hazelcast.csv,0.3,0.34,0.29,0.27,0.37,0.32,0.32,0.36,0.31,0.3,0.44,0.45,0.36,0.3,0.29,0.32,0.42
jedit.csv,0.39,0.58,0.3,0.29,0.41,0.4,0.33,0.36,0.33,0.37,0.5,0.53,0.4,0.36,0.39,0.35,0.44
jmonkeyengine.csv,0.9,0.44,0.92,0.92,0.44,0.91,0.5,0.42,0.54,0.56,0.59,0.4,0.61,0.75,0.88,0.58,0.47
kolmafia.csv,0.32,0.34,0.29,0.26,0.37,0.34,0.32,0.4,0.36,0.33,0.41,0.56,0.36,0.37,0.32,0.48,0.42
lamp.csv,0.48,0.7,0.43,0.38,0.41,0.4,0.35,0.4,0.42,0.4,0.66,0.5,0.55,0.54,0.4,0.43,0.44
lcfizvtop.csv,0.35,0.33,0.31,0.29,0.48,0.35,0.49,0.56,0.31,0.32,0.42,0.52,0.35,0.32,0.28,0.41,0.4
onotoa.csv,0.96,0.83,0.89,0.41,0.5,0.46,0.58,0.49,0.89,0.49,0.64,0.61,0.71,0.91,0.95,0.65,0.62
openintents.csv,0.39,0.4,0.38,0.46,0.71,0.43,0.62,0.62,0.36,0.58,0.53,0.51,0.37,0.45,0.31,0.41,0.77
qlc.csv,0.58,0.6,0.43,0.28,0.36,0.37,0.36,0.41,0.44,0.31,0.83,0.53,0.45,0.32,0.35,0.42,0.44
triplea.csv,0.41,0.4,0.46,0.28,0.38,0.39,0.35,0.49,0.41,0.47,0.43,0.48,0.41,0.35,0.45,0.33,0.49
