,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.85,0.73,0.2,0.63
jlinalg.csv,0.95,0.57,0.14,0.6
qmmp.csv,0.93,0.51,0.23,0.77
yale.csv,0.9,0.51,0.26,0.42
