,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.43,0.3,0.46,0.18
jlinalg.csv,0.14,0.65,0.67,0.44
qmmp.csv,0.21,0.88,0.37,0.19
yale.csv,0.07,0.45,0.25,0.53
