,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,pcsx2.csv,xqilla.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
enlightenment.csv,0.0,11.0,2.0,0.0,0.0,60.0,46.0,0.0,0.0
ffigo.csv,2.0,2.0,2.0,2.0,0.0,8.0,97.0,0.0,51.0
ildjit.csv,0.0,1.0,0.0,0.0,0.0,27.0,97.0,1.0,1.0
jfreereport.csv,0.0,5.0,0.0,0.0,1.0,119.0,3.0,1.0,0.0
pcsx2.csv,0.0,2.0,10.0,0.0,0.0,11.0,97.0,0.0,0.0
psycle.csv,0.0,13.0,0.0,1.0,0.0,48.0,17.0,0.0,1.0
wikipediardware.csv,0.0,5.0,8.0,1.0,0.0,45.0,33.0,12.0,1.0
wxjs.csv,0.0,125.0,0.0,530.0,1.0,119.0,6.0,119.0,51.0
xqilla.csv,4.0,2.0,0.0,6.0,1.0,1.0,19.0,2.0,2.0
