,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.5,0.63,0.5,0.42,0.43,0.61,0.98,0.71,0.46,0.58,0.61,0.73,0.52,0.49,0.63
autowikibrowser.csv,0.44,0.81,0.68,0.68,0.7,0.59,1.02,0.5,0.75,0.33,0.65,0.76,0.34,0.7,0.58
biodwh.csv,0.56,0.77,0.7,0.55,0.66,0.57,0.88,0.92,0.58,0.55,0.71,0.72,0.59,0.29,0.45
cities3d.csv,0.68,0.9,0.66,0.4,1.0,0.96,1.0,0.94,0.85,0.88,1.0,0.7,0.57,0.58,1.0
dynalloy.csv,0.83,0.35,0.76,0.66,0.78,0.63,0.56,1.05,0.83,0.92,0.91,0.95,0.69,0.69,0.7
enzo.csv,0.59,0.77,0.81,0.87,0.83,0.75,1.02,0.37,0.88,0.34,0.97,0.85,0.85,0.96,0.72
genecys.csv,0.76,0.89,0.78,0.7,0.4,0.78,0.76,0.86,0.93,0.87,0.8,1.01,0.83,0.92,0.72
kmatplot.csv,0.32,0.73,0.73,0.63,1.01,0.96,1.0,0.94,0.91,1.0,0.8,0.96,0.7,0.66,0.64
modplug.csv,0.91,0.75,0.79,0.9,0.89,0.87,0.95,0.94,0.25,0.64,0.84,0.75,1.0,0.67,0.64
nabu-library.csv,0.64,0.73,0.81,0.96,0.97,0.54,0.68,0.28,0.56,0.93,0.65,1.01,0.82,1.02,0.57
natpad.csv,0.47,0.86,0.61,0.41,0.64,0.52,0.74,0.44,0.77,0.98,0.64,0.81,0.89,0.88,0.38
nebuladevice.csv,0.69,0.76,0.79,0.69,0.89,0.79,0.97,0.93,0.93,0.92,1.0,0.46,0.74,0.87,1.0
ossbuild.csv,0.7,0.58,0.62,0.67,0.8,0.7,0.39,0.97,0.61,0.85,0.54,0.94,0.71,0.7,0.66
xemeiah.csv,0.55,0.79,0.67,0.47,0.79,0.37,0.87,0.84,0.53,0.86,0.72,0.73,0.54,0.86,0.44
xined.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27,1.0,1.0,1.0,1.0
