,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.23,0.0,0.0,0.29,0.24,0.35,0.07,0.11,0.03,0.19,0.09,0.02,0.15,0.18,0.0,0.2,0.62
baadengine.csv,0.01,0.71,1.0,0.55,0.69,0.4,0.31,0.71,0.57,0.51,0.53,0.6,0.63,0.31,0.38,0.33,0.08
bibedt.csv,0.42,0.28,0.75,0.29,0.48,0.48,0.15,0.23,0.26,0.21,0.36,0.19,0.0,0.13,0.31,0.24,0.46
exl.csv,0.42,0.62,1.0,0.49,0.55,0.52,0.82,0.76,0.6,0.81,0.59,0.71,0.63,0.55,0.69,0.61,0.0
gdis.csv,0.71,0.69,1.0,0.78,0.62,0.83,0.76,0.9,0.97,0.83,0.61,0.98,0.73,0.69,0.08,0.59,0.77
gogoego.csv,0.69,0.51,0.5,0.52,0.14,0.49,1.0,0.0,0.32,0.13,0.61,0.33,0.66,0.35,0.23,0.67,1.0
httpcontentparser.csv,0.05,0.18,0.25,0.12,0.1,0.21,0.01,0.08,0.06,0.19,0.0,0.29,0.15,0.18,0.31,0.5,0.08
jaxlib.csv,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.01,0.02,0.07,0.0,0.0,0.0,0.0,0.02,0.0
jgameai.csv,0.0,0.05,0.0,0.16,0.21,0.0,0.97,0.09,0.07,0.26,0.07,0.17,0.07,0.0,0.85,0.0,0.0
jhotdraw.csv,0.3,0.06,0.0,0.1,0.59,0.41,0.01,0.15,0.0,0.19,0.01,0.17,0.41,0.42,0.31,0.48,0.54
loki-lib.csv,0.34,0.66,0.5,0.53,0.45,0.49,0.84,0.54,0.67,0.38,0.68,0.83,0.93,0.35,0.69,0.0,0.08
patterntesting.csv,0.4,0.4,1.0,0.36,0.31,0.51,0.25,0.38,0.47,0.02,0.45,0.6,0.17,0.24,0.38,0.15,0.08
pokeglobal.csv,0.64,0.69,0.75,0.45,0.0,0.46,0.4,0.6,0.74,0.3,0.6,0.92,0.83,0.33,0.31,0.24,0.08
werx.csv,1.0,0.97,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xbg.csv,0.2,0.0,0.0,0.04,0.03,0.05,0.0,0.3,0.12,0.21,0.26,0.17,0.2,0.0,0.0,0.46,0.23
zealos.csv,0.68,0.68,1.0,0.47,0.66,0.52,0.01,0.56,0.45,0.11,0.43,0.48,0.51,0.33,0.54,0.57,0.31
