,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.07,0.89,0.18,0.0,0.12,0.4,0.0,0.07,0.08,0.1,0.06,0.0,0.0,0.0,0.0,0.05,0.34
baadengine.csv,0.99,0.04,0.79,0.03,0.63,0.38,0.6,0.44,0.33,0.6,0.24,0.06,0.33,0.44,0.76,0.53,0.73
bibedt.csv,0.59,0.08,0.43,0.06,0.55,0.38,0.55,0.36,0.3,0.4,0.32,0.0,0.95,0.24,0.49,0.4,0.76
exl.csv,0.75,0.04,0.87,0.04,0.76,0.41,0.46,0.4,0.33,0.54,0.17,0.11,0.36,0.31,0.84,0.56,0.98
gdis.csv,0.78,0.11,0.86,0.02,0.76,0.42,0.5,0.38,0.31,0.58,0.24,0.08,0.3,0.3,0.99,0.58,0.83
gogoego.csv,0.62,0.19,0.16,0.04,0.24,0.35,0.47,0.95,0.3,0.43,0.18,0.0,0.24,0.26,0.64,0.5,0.79
httpcontentparser.csv,0.15,0.0,0.26,0.0,0.2,0.27,0.12,0.27,0.1,0.14,1.0,0.0,0.12,0.11,0.31,0.32,0.09
jaxlib.csv,0.0,0.0,0.01,0.0,0.0,0.14,0.06,0.05,0.0,0.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0
jgameai.csv,0.07,0.0,0.23,0.0,0.19,0.98,0.46,0.17,0.14,0.35,0.18,0.0,0.0,0.0,0.72,0.07,0.14
jhotdraw.csv,0.4,0.2,0.05,0.0,0.19,0.24,0.06,0.24,0.92,0.34,0.0,0.0,0.07,0.06,0.26,0.33,0.15
loki-lib.csv,0.86,0.04,0.62,0.04,0.68,0.39,0.49,0.44,0.28,0.68,0.16,0.09,0.32,0.31,0.88,0.98,0.32
patterntesting.csv,0.71,0.12,0.6,0.05,0.57,0.34,0.58,0.42,0.36,0.95,0.25,0.06,0.52,0.32,0.88,0.36,0.75
pokeglobal.csv,0.85,0.08,0.84,0.04,0.98,0.33,0.57,0.43,0.3,0.46,0.21,0.04,0.34,0.32,0.86,0.4,0.62
werx.csv,0.86,0.14,1.0,0.02,0.74,0.45,0.47,0.39,0.31,0.56,0.19,0.08,0.33,0.23,0.9,0.56,0.84
xbg.csv,0.38,0.0,0.14,0.0,0.17,0.0,0.0,0.24,0.12,0.18,0.12,0.0,0.2,0.93,0.42,0.18,0.13
zealos.csv,0.75,0.08,0.84,0.04,0.67,0.36,0.97,0.41,0.26,0.51,0.25,0.08,0.41,0.21,0.71,0.38,0.7
