,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.33,1.0,1.0,0.0,0.3,0.35,0.0,0.13,0.25,0.18,0.06,0.0,0.0,0.0,0.0,0.1,0.56
baadengine.csv,1.0,0.02,0.97,0.02,0.58,0.32,0.51,0.29,0.22,0.49,0.14,0.03,0.21,0.29,0.88,0.52,0.96
bibedt.csv,0.78,0.05,0.95,0.03,0.6,0.3,0.6,0.35,0.25,0.5,0.2,0.0,1.0,0.22,0.83,0.48,0.83
exl.csv,0.83,0.02,0.97,0.02,0.69,0.31,0.32,0.26,0.22,0.4,0.1,0.06,0.24,0.19,0.84,0.44,1.0
gdis.csv,0.77,0.06,0.97,0.01,0.67,0.29,0.34,0.24,0.18,0.42,0.14,0.04,0.19,0.17,0.98,0.46,0.78
gogoego.csv,0.71,0.11,0.89,0.02,0.6,0.28,0.31,1.0,0.23,0.62,0.1,0.0,0.16,0.17,0.9,0.39,0.73
httpcontentparser.csv,0.84,0.0,0.97,0.0,0.62,0.32,0.67,0.43,0.18,0.25,1.0,0.0,0.14,0.09,0.73,0.3,0.67
jaxlib.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0
jgameai.csv,1.0,0.0,1.0,0.0,0.45,1.0,0.31,0.3,0.24,0.43,0.21,0.0,0.0,0.0,0.78,1.0,1.0
jhotdraw.csv,0.74,0.2,1.0,0.0,0.26,0.21,0.5,0.3,1.0,0.47,0.0,0.0,0.06,0.04,0.69,0.31,0.36
loki-lib.csv,0.88,0.02,0.98,0.02,0.68,0.31,0.33,0.31,0.18,0.58,0.1,0.05,0.19,0.21,0.85,1.0,0.89
patterntesting.csv,0.83,0.07,0.96,0.03,0.69,0.27,0.53,0.33,0.25,0.97,0.16,0.03,0.46,0.24,0.91,0.53,0.96
pokeglobal.csv,0.81,0.04,0.98,0.02,1.0,0.28,0.46,0.29,0.19,0.48,0.12,0.02,0.21,0.22,0.92,0.48,0.95
werx.csv,0.75,0.07,1.0,0.01,0.59,0.29,0.31,0.24,0.18,0.39,0.11,0.04,0.2,0.13,0.81,0.39,0.75
xbg.csv,0.79,0.0,1.0,0.0,0.8,0.0,0.0,0.22,0.15,0.29,0.08,0.0,0.2,1.0,1.0,0.19,0.5
zealos.csv,0.76,0.04,0.97,0.02,0.61,0.28,0.97,0.29,0.18,0.71,0.15,0.04,0.28,0.14,0.83,0.33,0.86
