,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv
cleartk.csv,0.66,0.73,0.67,0.26,0.77,0.61,0.65,0.95,0.77,0.93,0.48,0.7,0.75,0.92
encog-cs.csv,0.88,0.88,0.67,0.93,0.82,0.77,0.91,0.89,0.5,0.8,0.98,1.0,0.66,0.75
extprosys.csv,0.67,1.02,0.44,0.79,0.92,0.65,0.87,0.78,0.96,1.0,0.78,0.76,0.88,0.77
ibatisdb.csv,1.0,0.84,0.77,0.89,0.73,0.74,0.82,0.8,0.61,0.75,0.68,0.96,0.95,0.27
intact.csv,1.1,0.74,0.67,0.57,0.7,0.52,0.84,0.69,0.59,0.76,0.54,0.7,0.49,0.66
japano.csv,1.29,1.0,0.76,0.93,0.75,0.85,1.0,0.28,0.96,0.85,0.98,0.9,0.93,0.83
lockss.csv,0.53,0.75,0.66,0.73,0.76,0.76,0.55,0.65,0.78,0.52,0.48,0.9,0.69,0.58
ofbiz.csv,1.25,0.7,0.91,0.78,0.73,0.72,0.7,0.62,0.58,0.8,0.71,0.69,0.5,0.8
officefloor.csv,0.55,0.78,0.75,0.59,0.77,0.75,0.97,0.85,0.63,0.81,0.41,0.95,0.78,0.62
opennms.csv,1.11,1.14,0.98,0.92,0.43,0.9,0.75,0.95,0.76,0.62,0.8,0.71,0.67,0.95
rohxel.csv,0.49,0.68,0.66,0.75,0.92,0.7,0.43,0.47,0.61,0.78,0.73,0.64,0.77,0.62
roolo.csv,0.71,0.74,0.84,0.75,0.82,0.85,0.74,0.81,0.77,0.82,0.92,0.36,0.83,0.97
sevenupdate.csv,0.99,0.27,1.0,1.0,0.94,1.0,1.0,1.0,0.96,0.74,0.99,1.0,0.93,1.0
