,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.94,0.36,0.59,0.4,0.76,0.47,0.81,0.39,0.75,0.49,0.59,0.95,0.93,0.59,0.48,0.35,0.56,0.66
autofac.csv,0.57,0.4,0.75,0.48,0.52,0.49,0.5,0.44,0.83,0.48,0.41,0.46,0.53,0.52,0.89,0.37,0.38,0.48
azureus.csv,0.38,0.37,0.45,0.32,0.46,0.39,0.45,0.4,0.39,0.46,0.45,0.52,0.37,0.46,0.41,0.36,0.4,0.41
dsworkbench.csv,0.71,0.43,0.47,0.89,0.88,0.82,0.5,0.94,0.8,0.88,0.5,0.91,0.58,0.67,0.8,0.93,0.75,0.9
forester-atv.csv,0.45,0.42,0.38,0.62,0.83,0.69,0.53,0.86,0.34,0.74,0.61,0.39,0.4,0.8,0.83,0.9,0.53,0.89
freelords.csv,0.39,0.36,0.4,0.37,0.53,0.52,0.38,0.64,0.33,0.46,0.52,0.39,0.42,0.71,0.61,0.53,0.55,0.69
gabel.csv,0.5,0.5,0.4,0.59,0.68,0.7,0.55,0.41,0.78,0.55,0.53,0.97,0.48,0.58,0.83,0.83,0.56,0.94
gephex.csv,0.84,0.52,0.36,0.35,0.53,0.44,0.49,0.4,0.57,0.54,0.48,0.77,0.51,0.49,0.43,0.55,0.44,0.59
google-collections.csv,0.35,0.35,0.36,0.32,0.44,0.38,0.45,0.4,0.33,0.46,0.37,0.4,0.38,0.45,0.41,0.35,0.39,0.4
javaprofiler.csv,0.51,0.39,0.47,0.42,0.56,0.5,0.5,0.43,0.48,0.47,0.36,0.47,0.53,0.42,0.71,0.44,0.41,0.52
jpaul.csv,0.56,0.49,0.39,0.93,0.0,0.94,0.5,0.8,0.48,0.73,0.53,0.58,0.45,0.8,0.92,0.0,0.81,0.67
mycila.csv,0.4,0.74,0.36,0.34,0.44,0.54,0.47,0.57,0.34,0.45,0.67,0.56,0.48,0.5,0.54,0.37,0.46,0.51
neodatis-odb.csv,0.61,0.51,0.89,0.59,0.89,0.93,0.56,0.72,0.73,0.65,0.83,0.93,0.61,0.63,0.75,0.52,0.46,0.64
octet.csv,0.86,0.43,0.77,0.5,0.95,0.83,0.62,0.63,0.83,0.5,0.61,0.73,0.57,0.75,0.75,0.49,0.45,0.74
personalaccess.csv,0.83,0.44,0.43,0.52,0.67,0.65,0.47,0.48,0.41,0.46,0.41,0.42,0.38,0.69,0.86,0.51,0.52,0.59
rcp-company-uibindings.csv,0.36,0.33,0.37,0.46,0.44,0.48,0.36,0.4,0.56,0.46,0.56,0.54,0.45,0.41,0.48,0.37,0.43,0.76
scenemonitor.csv,0.74,0.43,0.4,0.76,0.91,0.5,0.54,0.94,0.48,0.78,0.67,0.46,0.55,0.75,0.89,0.75,0.63,0.93
servicestack.csv,0.75,0.43,0.88,0.67,0.0,0.92,0.5,0.73,0.5,0.75,0.7,0.95,0.83,0.67,0.6,0.0,0.96,0.0
