,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.37,0.51,0.59,0.57,0.66,0.71,0.12,0.45,0.28,0.11,0.15,0.21,0.32,0.12,0.35,0.78,0.61,0.48
autofac.csv,0.62,0.5,0.11,0.79,0.38,0.52,0.49,0.46,0.23,0.2,0.21,0.4,0.65,0.25,0.54,0.56,0.69,0.76
azureus.csv,0.88,0.5,0.6,0.61,0.47,0.83,0.45,0.51,0.55,0.15,0.23,0.65,0.81,0.16,0.38,0.61,0.97,0.8
dsworkbench.csv,0.35,0.61,0.82,0.26,0.24,0.31,0.21,0.25,0.33,0.12,0.17,0.24,0.57,0.4,0.27,0.31,0.37,0.16
forester-atv.csv,0.85,0.75,0.73,0.44,0.09,0.42,0.47,0.14,0.55,0.3,0.36,0.42,0.86,0.5,0.43,0.17,0.56,0.14
freelords.csv,0.91,0.62,0.82,0.61,0.43,0.71,0.59,0.45,0.6,0.19,0.4,0.43,0.77,0.29,0.34,0.61,0.74,0.55
gabel.csv,0.05,0.46,0.71,0.61,0.5,0.34,0.54,0.34,0.41,0.34,0.28,0.32,0.62,0.21,0.26,0.3,0.57,0.3
gephex.csv,0.38,0.31,0.86,0.6,0.65,0.79,0.46,0.49,0.47,0.12,0.17,0.29,0.7,0.17,0.39,0.76,0.79,0.53
google-collections.csv,0.9,0.55,0.86,0.64,0.71,0.85,0.45,0.51,0.55,0.15,0.32,0.42,0.91,0.22,0.42,0.78,0.98,0.81
javaprofiler.csv,0.72,0.53,0.69,0.61,0.61,0.65,0.51,0.49,0.54,0.17,0.33,0.39,0.61,0.3,0.52,0.6,0.97,0.82
jpaul.csv,0.6,0.6,0.8,0.37,0.0,0.19,0.7,0.28,0.44,0.26,0.23,0.34,0.76,0.27,0.4,0.0,0.35,0.66
mycila.csv,0.94,0.36,0.86,0.64,0.71,0.7,0.35,0.33,0.48,0.17,0.56,0.45,0.71,0.2,0.24,0.75,0.87,0.61
neodatis-odb.csv,0.59,0.38,0.31,0.48,0.31,0.24,0.25,0.65,0.45,0.04,0.37,0.34,0.59,0.12,0.1,0.53,0.9,0.62
octet.csv,0.42,0.37,0.44,0.51,0.46,0.27,0.16,0.34,0.23,0.11,0.21,0.33,0.64,0.43,0.19,0.59,0.89,0.36
personalaccess.csv,0.14,0.57,0.71,0.59,0.31,0.39,0.61,0.35,0.51,0.28,0.41,0.45,0.86,0.4,0.42,0.43,0.53,0.49
rcp-company-uibindings.csv,0.8,0.56,0.79,0.49,0.4,0.69,0.52,0.36,0.42,0.23,0.21,0.43,0.59,0.14,0.37,0.59,0.93,0.33
scenemonitor.csv,0.38,0.36,0.76,0.39,0.2,0.68,0.53,0.3,0.68,0.15,0.27,0.45,0.58,0.36,0.31,0.03,0.42,0.22
servicestack.csv,0.1,0.63,0.33,0.5,0.0,0.22,0.11,0.27,0.09,0.0,0.1,0.18,0.34,0.2,0.7,0.0,0.18,0.03
