,recall,precision,pf,pci_20,ifa,wins
brlcad.csv,0.34,0.57,0.26,0.67,4.0,4
ftm.csv,0.44,0.66,0.25,0.61,1.0,12
google-web-toolkit.csv,0.52,0.63,0.34,0.52,1.0,10
gzigzag.csv,0.33,0.62,0.2,0.74,1.0,11
illumination.csv,0.01,0.33,0.0,0.0,2.0,0
jcache.csv,0.88,0.56,0.79,0.41,3.0,2
moast.csv,0.41,0.42,0.35,0.72,1.0,6
nativeclient.csv,0.67,0.6,0.51,0.48,3.0,5
ns-3-dev-def-routing.csv,0.57,0.6,0.37,0.63,2.0,8
openfrag.csv,0.71,0.48,0.62,0.46,3.0,1
qdvdauthor.csv,0.57,0.52,0.46,0.64,1.0,9
sauerbraten.csv,0.94,0.47,0.92,0.43,2.0,3
zoolib.csv,0.44,0.62,0.31,0.64,2.0,7
