,f1,g,recall,precision,pf,wins
archive-crawler.csv,0.21000000000000002,0.255,0.225,0.22,0.33499999999999996,0
gamestone.csv,0.235,0.30000000000000004,0.26,0.32999999999999996,0.175,4
geochat.csv,0.19,0.24,0.20500000000000002,0.225,0.20500000000000002,1
igarden.csv,0.4,0.395,0.41500000000000004,0.355,0.325,7
ingex.csv,0.435,0.58,0.63,0.325,0.495,9
lphant.csv,0.48,0.64,0.66,0.38,0.415,11
nabu-library.csv,0.26,0.32999999999999996,0.32,0.25,0.3,3
nebuladevice.csv,0.25,0.27,0.22999999999999998,0.25,0.23,2
owlapi.csv,0.35,0.42500000000000004,0.405,0.315,0.275,6
pi-qmc.csv,0.4,0.525,0.69,0.30500000000000005,0.54,8
trinitycore.csv,0.325,0.375,0.35,0.33,0.405,5
twostep.csv,0.485,0.61,0.64,0.385,0.495,10
