,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.55,0.26,0.21,0.26,0.91,0.84,0.0,0.48,0.6,1.0,0.67,0.5,0.94,0.81,1.0,0.95,0.2
emeraldemu.csv,0.39,0.2,0.09,0.13,0.91,0.69,0.46,0.63,0.65,0.68,0.48,0.5,0.94,1.0,0.91,1.0,0.14
grafx2.csv,0.53,0.21,0.1,0.32,0.8,0.74,0.42,0.58,0.49,0.73,0.54,0.38,0.83,0.83,0.76,0.86,0.12
jahshakafx.csv,0.58,0.25,0.11,0.2,0.89,0.77,0.41,0.47,0.54,0.79,0.56,0.6,0.89,0.86,0.84,0.92,0.1
kindb.csv,0.49,0.17,0.1,0.2,0.85,0.73,0.24,0.47,0.5,0.6,0.5,0.57,0.83,0.84,0.89,0.93,0.09
maya-work-in-progress.csv,0.37,0.17,0.1,0.25,0.82,0.73,0.32,0.4,0.43,0.79,0.52,0.39,0.86,0.8,0.84,0.89,0.05
novembre.csv,0.66,0.21,0.07,0.14,1.0,0.76,0.5,0.41,0.46,0.67,0.56,0.37,0.88,0.73,0.75,0.86,0.2
ns-3.csv,0.51,0.21,0.07,0.2,0.82,0.74,0.29,0.31,0.44,0.45,0.62,0.28,0.8,0.49,0.7,0.65,0.04
nullc.csv,0.28,0.12,0.06,0.13,0.97,0.73,0.39,0.4,0.45,0.73,0.52,0.43,0.79,0.72,0.82,0.89,0.12
open-beos.csv,0.49,0.21,0.15,0.22,0.92,0.77,0.32,0.41,0.63,0.8,0.59,0.28,0.81,0.6,0.85,0.74,0.07
pixel-commandos.csv,0.57,0.12,0.06,0.14,1.0,0.81,0.57,0.48,0.67,0.67,0.33,0.0,0.97,0.71,0.85,0.85,0.4
planeshift.csv,0.31,0.13,0.07,0.13,0.82,0.71,0.27,0.4,0.43,0.5,0.51,0.29,0.87,0.7,0.75,0.76,0.05
plee-the-bear.csv,0.55,0.21,0.16,0.17,0.82,0.68,0.29,0.28,0.44,0.59,0.51,0.31,0.77,0.52,0.69,0.67,0.06
reaper-ecad.csv,0.65,0.24,0.16,0.28,1.0,0.83,0.0,0.69,0.77,1.0,0.67,0.0,0.98,0.0,0.91,1.0,0.0
sbml.csv,0.46,0.19,0.07,0.17,0.96,0.72,0.25,0.34,0.53,0.4,0.61,0.31,0.8,0.83,0.84,0.71,0.06
unimrcp.csv,0.39,0.15,0.1,0.17,0.96,0.76,0.3,0.49,0.56,0.55,0.49,0.52,0.87,0.86,0.88,0.89,0.07
unladen-swallow.csv,0.5,0.24,0.14,0.22,0.86,0.83,0.29,0.36,0.56,0.76,0.69,0.44,0.81,0.78,0.79,0.82,0.06
