,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.65,0.51,0.0,0.68,0.55,0.38,0.47,0.59,0.5,0.22,0.69,0.3,0.61,0.44
awemud.csv,0.76,0.17,0.42,0.58,0.7,0.56,0.53,0.7,0.6,0.2,0.61,0.31,0.63,0.49
buddata-ebxml-registry.csv,0.83,0.48,0.48,0.65,0.79,0.58,0.56,0.58,0.67,0.18,0.67,0.33,0.96,0.37
cornerstone.csv,0.21,0.33,0.0,0.19,0.61,0.07,0.18,0.06,0.71,0.12,0.22,0.33,0.44,0.44
firebreath.csv,0.72,0.13,0.09,0.59,0.55,0.47,0.62,0.36,0.65,0.15,0.41,0.31,0.37,0.52
lsb.csv,0.75,0.73,0.47,0.61,0.7,0.53,0.41,0.49,0.56,0.2,0.61,0.33,0.44,0.43
maya-work-in-progress.csv,0.76,0.44,0.64,0.64,0.76,0.56,0.53,0.82,0.68,0.17,0.69,0.37,0.91,0.43
mia.csv,0.25,0.23,0.39,0.32,0.09,0.44,0.33,0.59,0.5,0.32,0.47,0.12,0.14,0.32
open-beos.csv,0.83,0.08,0.51,0.64,0.46,0.63,0.44,0.58,0.45,0.17,0.68,0.23,0.54,0.56
qgis.csv,0.71,0.11,0.49,0.66,0.54,0.5,0.44,0.62,0.62,0.17,0.57,0.4,0.69,0.47
rocrail.csv,0.71,0.12,0.34,0.55,0.52,0.47,0.49,0.63,0.57,0.11,0.59,0.33,0.84,0.64
rtb-team.csv,0.62,0.0,0.77,0.36,0.03,0.29,0.12,0.21,0.42,0.05,0.27,0.32,0.49,0.37
tradelink.csv,0.56,0.17,0.27,0.39,0.5,0.38,0.21,0.29,0.31,0.09,0.25,0.42,0.77,0.13
upp-mirror.csv,0.6,0.36,0.19,0.44,0.7,0.44,0.5,0.46,0.41,0.18,0.4,0.43,0.69,0.57
