,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.33,0.5,0.48,0.62,0.63
kmess.csv,0.56,0.71,0.25,0.36,0.74
minig.csv,0.33,0.42,0.59,0.67,0.57
rezilla.csv,0.65,0.55,0.56,0.67,0.65
webdriver.csv,0.33,0.74,0.34,0.44,0.71
