,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.47,0.42,0.5,0.48,0.45
kmess.csv,0.78,0.82,0.75,0.96,0.44
minig.csv,0.36,0.48,0.41,0.67,0.52
rezilla.csv,0.6,0.55,0.8,0.67,0.39
webdriver.csv,0.83,0.5,0.51,0.53,0.41
