,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.96,1.0,0.68,1.0,0.52,0.29,0.73,1.0,0.51,0.89,0.32,1.0,1.01,0.97,1.0
badtrinity-zero.csv,0.93,1.0,0.48,1.0,0.77,0.96,0.91,1.0,0.66,1.0,0.42,0.83,0.54,0.53,0.78
biodwh.csv,0.65,0.58,0.71,0.55,0.57,0.64,0.73,0.59,0.59,0.71,0.95,0.72,0.24,0.74,0.57
critterding.csv,0.69,0.5,0.87,0.75,0.89,0.9,0.89,0.69,0.49,0.46,0.7,0.57,0.77,0.53,0.86
elateportal.csv,0.77,0.79,0.62,0.63,0.49,0.41,0.8,0.64,0.91,1.0,0.05,0.79,0.83,0.58,0.82
enzo.csv,0.84,0.79,0.96,0.75,0.89,0.85,0.67,0.56,0.92,0.33,1.0,0.97,0.99,1.01,0.74
factor.csv,0.97,0.73,0.89,0.61,0.89,0.69,1.0,0.9,0.95,1.09,0.81,0.76,0.88,0.15,0.72
gusanos.csv,0.77,0.79,0.69,0.89,0.66,0.67,1.01,0.32,0.86,0.98,0.32,1.0,0.8,0.88,0.79
miranda.csv,1.0,1.0,0.66,1.0,0.54,0.87,1.0,1.0,0.86,1.0,0.51,1.0,0.84,0.97,0.48
modplug.csv,0.88,0.71,0.82,0.82,0.85,0.87,1.0,0.84,0.25,0.57,0.5,0.5,0.79,0.55,0.95
monetdb.csv,0.72,0.84,0.64,0.84,0.48,0.54,0.84,0.82,0.57,0.91,0.36,0.79,0.61,0.53,0.8
quarkplayer.csv,0.69,0.91,0.75,0.77,1.0,0.93,0.39,0.91,0.84,0.8,1.2,0.89,0.93,0.88,0.9
reactos-mirror.csv,0.48,0.53,0.59,0.52,0.5,0.59,0.69,0.7,0.5,0.46,0.5,1.0,0.63,1.03,1.0
sandiaportals.csv,0.61,0.65,0.64,0.59,0.56,0.63,0.81,0.78,0.49,0.96,1.01,0.3,0.69,0.29,0.67
xbplayer.csv,0.76,0.67,0.6,0.4,0.45,0.43,0.72,0.58,0.69,0.91,0.66,0.58,0.67,0.81,0.58
