,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.26,0.33,0.29,0.79,0.88,0.22,0.93,0.2,0.38,0.33,0.64,0.78,0.22,0.27,0.0,0.47,0.27,0.0,0.38
fbmanager.csv,0.0,0.0,0.23,0.02,0.0,0.04,0.0,0.0,0.25,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fido.csv,0.03,0.0,0.03,0.09,0.19,0.04,0.3,0.0,0.04,0.0,0.25,0.13,0.0,0.0,0.0,0.14,0.03,0.0,0.49
fityk.csv,0.53,0.81,0.52,0.7,0.62,0.44,0.59,0.73,0.42,0.37,0.55,0.56,0.54,0.27,0.0,0.33,0.51,1.0,0.36
fleet-simulator.csv,0.75,0.9,0.9,0.88,0.75,1.0,0.78,0.74,1.0,0.83,0.89,0.92,0.68,0.77,0.0,0.72,0.81,1.0,0.73
freenet.csv,0.78,0.9,0.84,0.34,0.62,0.96,0.63,0.94,0.83,0.97,0.98,0.7,0.61,0.91,1.0,0.66,0.63,1.0,0.68
geogebra.csv,0.16,0.24,0.55,0.51,0.19,0.26,0.04,0.08,0.25,0.53,0.32,0.26,0.13,0.41,0.0,0.22,0.26,0.0,0.28
google-caja.csv,0.29,0.76,0.35,0.79,0.94,0.78,0.3,0.97,0.29,0.1,0.9,0.97,0.66,0.55,0.0,0.8,0.76,1.0,0.97
hibernate.csv,0.21,0.43,0.13,0.2,0.69,0.26,0.11,0.98,0.46,0.03,0.8,0.43,0.29,0.45,0.0,0.3,0.34,1.0,0.7
itext.csv,0.19,0.9,0.48,0.62,1.0,0.26,0.93,0.78,0.42,0.2,0.86,0.57,0.42,0.36,0.12,0.46,0.59,0.0,0.56
k3b.csv,0.27,0.86,0.58,0.66,0.69,0.96,0.74,0.73,0.25,0.3,0.5,0.8,0.57,0.68,0.25,0.5,0.8,1.0,0.74
megameknet.csv,0.58,0.71,0.81,0.44,0.12,0.56,0.93,0.8,0.75,0.83,0.72,0.44,0.32,0.64,0.88,0.52,0.76,0.0,0.43
myfaces.csv,0.32,0.19,0.1,0.29,0.38,0.26,0.04,0.2,0.25,0.1,0.74,0.4,0.08,0.41,0.0,0.36,0.17,0.0,0.48
onotoa.csv,0.85,0.19,0.29,0.38,0.44,0.59,0.33,0.87,0.71,0.4,0.79,0.63,0.32,0.77,0.0,0.61,0.22,1.0,0.79
paintown.csv,0.22,0.57,0.77,0.64,0.75,1.0,1.0,0.95,0.42,0.37,0.9,0.85,0.96,0.55,1.0,0.87,0.92,1.0,0.98
powerfolder.csv,0.18,0.1,0.39,0.17,0.38,0.11,0.0,0.37,0.25,0.1,0.09,0.33,0.63,0.36,0.12,0.25,0.28,0.0,0.1
triplea.csv,0.37,0.24,0.35,0.85,0.56,0.33,0.74,0.93,0.5,0.27,0.59,0.62,0.5,0.32,0.0,0.55,0.58,0.0,0.71
xamj.csv,0.44,0.19,0.52,0.89,0.81,0.56,0.78,0.36,0.54,0.8,0.53,0.66,0.87,0.41,0.0,0.41,0.22,0.0,0.21
