,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.61,0.61,0.72,0.76,0.8,0.73,0.83,0.48,0.63,0.67,0.09,0.09,0.57,0.44,0.98,0.48,0.53,0.67,0.53
fbmanager.csv,0.0,0.0,0.76,0.06,0.0,0.13,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.39,0.0
fido.csv,0.0,0.17,0.0,0.11,0.23,0.07,0.5,0.0,0.07,0.0,0.0,0.38,0.0,0.0,0.34,0.25,0.02,0.16,0.39
fityk.csv,0.57,0.71,0.67,0.74,0.74,0.7,0.73,0.26,0.69,0.68,0.13,0.06,0.42,0.75,0.67,0.45,0.37,0.97,0.58
fleet-simulator.csv,0.63,0.71,0.62,0.78,0.75,0.67,0.81,0.28,0.83,0.73,0.07,0.08,0.39,0.76,0.98,0.43,0.41,0.96,0.49
freenet.csv,0.58,0.71,0.6,0.74,0.69,0.64,0.81,0.25,0.72,0.7,0.08,0.1,0.45,0.76,0.64,0.45,0.4,0.93,0.51
geogebra.csv,0.6,0.49,0.66,0.71,0.48,0.55,0.35,0.48,0.64,0.68,0.13,0.06,0.54,0.62,0.52,0.38,0.53,0.6,0.55
google-caja.csv,0.7,0.77,0.71,0.74,0.9,0.68,0.87,0.24,0.7,0.7,0.08,0.07,0.41,0.76,0.86,0.48,0.41,0.96,0.47
hibernate.csv,0.57,0.54,0.54,0.62,0.73,0.61,0.63,0.24,0.59,0.33,0.09,0.12,0.51,0.68,0.2,0.46,0.45,0.87,0.48
itext.csv,0.62,0.76,0.74,0.73,0.85,0.74,0.86,0.26,0.65,0.79,0.09,0.12,0.47,0.72,0.82,0.5,0.43,0.88,0.54
k3b.csv,0.65,0.72,0.73,0.76,0.79,0.64,0.86,0.27,0.77,0.66,0.14,0.09,0.44,0.76,0.63,0.44,0.35,0.87,0.48
megameknet.csv,0.58,0.68,0.69,0.73,0.51,0.62,0.84,0.23,0.72,0.66,0.08,0.08,0.49,0.79,0.76,0.4,0.38,0.88,0.49
myfaces.csv,0.63,0.56,0.52,0.59,0.67,0.52,0.42,0.45,0.53,0.46,0.1,0.09,0.57,0.66,0.85,0.48,0.51,0.64,0.5
onotoa.csv,0.41,0.36,0.24,0.39,0.74,0.28,0.31,0.15,0.57,0.16,0.02,0.06,0.22,0.61,0.41,0.31,0.11,0.73,0.3
paintown.csv,0.74,0.69,0.73,0.72,0.79,0.62,0.79,0.24,0.67,0.59,0.08,0.08,0.37,0.74,0.86,0.43,0.36,0.72,0.46
powerfolder.csv,0.54,0.26,0.61,0.41,0.61,0.42,0.23,0.28,0.67,0.28,0.48,0.1,0.32,0.54,0.53,0.43,0.32,0.27,0.34
triplea.csv,0.58,0.7,0.59,0.74,0.69,0.4,0.78,0.24,0.75,0.62,0.12,0.03,0.36,0.64,0.96,0.38,0.39,0.85,0.45
xamj.csv,0.6,0.47,0.67,0.77,0.83,0.62,0.81,0.4,0.74,0.67,0.14,0.08,0.39,0.71,0.68,0.43,0.46,0.53,0.62
