,f1,g,recall,precision,pf,wins
botsnscouts.csv,0.61,0.64,0.7,0.69,0.33,16
fbmanager.csv,0.0,0.0,0.0,0.0,0.0,0
fido.csv,0.07,0.05,0.04,0.31,0.03,1
fityk.csv,0.67,0.6,0.69,0.61,0.53,13
fleet-simulator.csv,0.67,0.51,0.88,0.51,0.81,5
freenet.csv,0.64,0.45,0.87,0.5,0.83,3
geogebra.csv,0.54,0.54,0.5,0.65,0.25,10
google-caja.csv,0.7,0.59,0.93,0.67,0.76,15
hibernate.csv,0.54,0.54,0.56,0.69,0.34,11
itext.csv,0.72,0.68,0.79,0.7,0.48,17
k3b.csv,0.65,0.61,0.83,0.62,0.68,12
megameknet.csv,0.62,0.57,0.74,0.55,0.64,7
myfaces.csv,0.52,0.55,0.51,0.74,0.25,14
onotoa.csv,0.31,0.31,0.29,0.35,0.59,2
paintown.csv,0.67,0.41,0.87,0.63,0.87,4
powerfolder.csv,0.41,0.46,0.43,0.7,0.18,6
triplea.csv,0.59,0.57,0.62,0.63,0.5,8
xamj.csv,0.62,0.58,0.72,0.58,0.52,9
