,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.56,0.53,0.71,0.87,0.8,0.7,0.94,0.73,0.53,0.65,0.8,1.0,0.7,0.32,0.96,0.68,0.69,0.5,0.68
fbmanager.csv,0.0,0.0,0.74,0.03,0.0,0.07,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.24,0.0
fido.csv,0.0,0.09,0.0,0.06,0.14,0.04,0.37,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.2,0.19,0.01,0.09,0.52
fityk.csv,0.63,0.84,0.74,0.81,0.66,0.78,0.69,0.85,0.62,0.68,1.0,0.5,0.75,0.68,0.5,0.52,0.62,0.97,0.75
fleet-simulator.csv,0.84,0.88,0.82,0.93,0.7,1.0,0.87,0.92,1.0,1.0,0.8,1.0,0.81,0.84,0.96,0.77,0.99,0.95,0.87
freenet.csv,0.75,0.88,0.76,0.69,0.59,0.93,0.82,0.98,0.76,1.0,1.0,1.0,0.88,0.89,0.54,0.76,0.81,0.88,0.87
geogebra.csv,0.5,0.38,0.74,0.7,0.32,0.48,0.22,0.48,0.52,0.76,0.6,0.25,0.54,0.55,0.35,0.36,0.68,0.43,0.63
google-caja.csv,0.71,0.94,0.74,0.84,0.99,0.93,0.85,0.98,0.6,0.59,1.0,1.0,0.84,0.77,0.76,0.94,0.93,0.95,1.0
hibernate.csv,0.49,0.47,0.41,0.5,0.66,0.56,0.47,0.98,0.5,0.21,1.0,0.75,0.68,0.64,0.11,0.52,0.64,0.78,0.82
itext.csv,0.54,0.97,0.85,0.77,0.91,0.74,0.99,0.9,0.57,0.76,1.0,1.0,0.75,0.66,0.7,0.73,0.85,0.79,0.85
k3b.csv,0.62,0.88,0.88,0.83,0.76,0.93,0.95,0.9,0.69,0.62,1.0,1.0,0.83,0.82,0.48,0.64,0.81,0.78,0.86
megameknet.csv,0.66,0.75,0.91,0.71,0.35,0.7,0.95,0.77,0.74,0.85,0.8,0.5,0.68,0.86,0.69,0.57,0.86,0.79,0.64
myfaces.csv,0.62,0.44,0.38,0.49,0.54,0.44,0.27,0.67,0.4,0.32,1.0,0.5,0.51,0.59,0.74,0.6,0.55,0.47,0.7
onotoa.csv,0.5,0.25,0.18,0.29,0.65,0.26,0.21,0.52,0.52,0.12,0.2,0.5,0.26,0.61,0.26,0.46,0.1,0.59,0.5
paintown.csv,0.72,0.72,0.97,0.75,0.76,0.89,0.88,0.96,0.59,0.56,1.0,1.0,0.99,0.75,0.87,0.86,0.94,0.57,0.99
powerfolder.csv,0.44,0.16,0.59,0.28,0.47,0.3,0.13,0.54,0.55,0.18,1.0,0.5,0.61,0.43,0.37,0.44,0.38,0.16,0.25
triplea.csv,0.57,0.62,0.56,0.85,0.59,0.33,0.81,0.94,0.72,0.56,1.0,0.25,0.59,0.55,0.93,0.55,0.74,0.74,0.76
xamj.csv,0.63,0.34,0.74,0.92,0.84,0.7,0.86,0.81,0.72,0.85,1.0,0.75,0.97,0.66,0.52,0.55,0.53,0.36,0.67
