,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.13,0.23,0.23,0.38,0.0,0.1,0.0,0.0,0.0,0.09,0.3,0.29,0.31,0.02,0.0,0.0,0.38
beast-mcmc.csv,0.69,0.25,0.0,0.2,0.42,0.46,0.67,0.75,0.17,0.26,0.41,0.4,0.48,0.48,0.05,0.5,0.42
bscwweasel.csv,0.0,0.06,0.02,0.0,0.0,0.0,0.13,0.0,0.0,0.03,0.05,0.03,0.08,0.01,0.01,0.0,0.0
codeblocks.csv,0.46,0.29,0.17,0.19,0.63,0.05,0.74,0.88,0.42,0.15,0.3,0.66,0.26,0.83,0.89,0.75,0.5
gamestone.csv,0.09,0.0,0.26,0.1,0.09,0.1,0.21,0.38,0.08,0.14,0.11,0.11,0.15,0.08,0.0,0.08,0.31
iaml.csv,0.76,0.35,0.62,0.39,0.65,0.72,0.47,0.5,0.25,0.26,0.04,0.6,0.68,0.72,0.69,0.75,0.69
jbasic.csv,0.22,0.04,0.1,0.05,0.02,0.33,0.01,0.12,0.0,0.08,0.2,0.03,0.2,0.16,0.0,0.0,0.23
modplug.csv,0.48,0.62,0.61,0.72,0.72,0.26,0.68,0.75,0.5,0.74,0.75,0.74,0.82,0.98,0.82,0.0,0.69
pdfedit.csv,0.31,0.06,0.35,0.08,0.0,0.13,0.14,0.25,0.0,0.86,0.21,0.34,0.27,0.49,0.15,0.12,0.46
redshell.csv,1.0,0.96,0.84,0.63,1.0,0.85,0.99,0.0,0.92,0.98,0.9,1.0,0.65,0.98,1.0,1.0,0.88
sabbu.csv,0.0,0.29,0.29,0.23,0.33,0.15,0.29,0.38,0.08,0.36,0.34,0.34,0.55,0.4,0.65,0.21,0.31
silvertree.csv,0.04,0.52,0.21,0.32,0.16,0.18,0.03,0.38,0.0,0.33,0.04,0.0,0.31,0.09,0.09,0.58,0.19
t-2.csv,0.61,0.56,0.19,0.49,0.37,0.56,0.25,0.25,0.83,0.09,0.37,0.43,0.0,0.41,0.55,0.33,0.15
xinity.csv,0.35,0.13,0.66,0.41,0.44,0.23,0.53,0.38,0.17,0.67,0.47,0.23,0.45,0.31,0.87,0.17,0.04
xreal.csv,0.0,0.02,0.05,0.01,0.0,0.0,0.01,0.0,0.0,0.06,0.01,0.0,0.0,0.0,0.01,0.08,0.0
zabbix.csv,0.87,0.83,0.77,0.73,0.7,0.87,0.49,1.0,1.0,0.91,0.92,0.94,0.78,0.77,0.0,0.96,1.0
zengine.csv,0.59,0.67,0.86,0.81,0.77,0.79,0.74,0.88,0.0,0.61,0.56,0.83,1.0,0.89,0.82,0.83,0.96
