,recall,precision,pf,wins
badtrinitycore.csv,0.13,0.44,0.1,8
beast-mcmc.csv,0.5,0.57,0.42,12
bscwweasel.csv,0.01,0.04,0.01,0
codeblocks.csv,0.59,0.52,0.46,11
gamestone.csv,0.15,0.58,0.1,14
iaml.csv,0.62,0.48,0.62,5
jbasic.csv,0.1,0.62,0.08,15
modplug.csv,0.74,0.44,0.72,2
pdfedit.csv,0.32,0.54,0.21,13
redshell.csv,0.94,0.49,0.96,1
sabbu.csv,0.45,0.64,0.31,16
silvertree.csv,0.18,0.5,0.18,9
t-2.csv,0.37,0.56,0.37,10
xinity.csv,0.41,0.38,0.38,4
xreal.csv,0.01,0.33,0.0,7
zabbix.csv,0.89,0.5,0.87,3
zengine.csv,0.88,0.52,0.81,6
