,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.94,0.67,0.86,0.84,0.95,0.91,0.11,0.95,1.0,0.91,0.84,0.74,0.92,0.8,1.0,0.98,0.78
beast-mcmc.csv,0.73,0.91,0.05,0.63,0.64,0.68,0.73,0.84,0.76,0.69,0.66,0.72,0.63,0.77,0.74,0.7,0.63
bscwweasel.csv,1.0,0.88,0.94,0.1,1.0,0.98,0.97,0.95,1.0,0.97,0.99,1.0,0.84,1.0,1.0,1.0,1.0
codeblocks.csv,0.62,0.69,0.69,0.68,0.71,0.05,0.77,0.89,0.56,0.67,0.8,0.7,0.63,0.83,0.99,0.77,0.77
gamestone.csv,0.88,0.0,0.86,0.86,0.91,0.83,0.88,0.97,0.92,0.81,0.79,0.81,0.91,1.0,0.97,0.77,0.88
iaml.csv,0.89,0.51,0.68,0.56,0.67,0.79,0.55,0.69,0.49,0.61,0.05,0.65,0.7,0.82,0.83,0.88,0.74
jbasic.csv,0.69,1.0,0.66,0.9,0.91,0.9,0.96,0.91,0.79,0.11,0.9,0.92,0.85,1.01,0.95,0.93,0.54
modplug.csv,0.59,0.88,0.64,0.73,0.75,0.6,0.69,0.8,0.57,0.83,0.79,0.79,0.82,0.98,0.87,0.0,0.77
pdfedit.csv,0.56,0.88,0.79,0.9,0.05,0.71,0.63,0.71,0.87,0.87,0.85,0.56,0.83,0.49,0.69,0.7,0.6
redshell.csv,1.0,0.96,0.85,0.66,1.0,0.88,0.99,0.0,0.94,0.98,0.91,1.0,0.67,0.98,1.0,1.0,0.89
sabbu.csv,0.05,1.04,0.46,0.64,0.49,0.67,0.66,0.69,0.64,0.49,0.65,0.59,0.68,0.44,0.79,0.76,0.64
silvertree.csv,0.97,0.64,0.87,0.91,0.63,0.86,0.94,0.79,0.74,0.51,0.84,0.0,0.96,0.81,0.93,1.0,0.78
t-2.csv,0.9,0.84,0.94,1.02,0.65,0.85,0.61,0.76,1.03,0.86,0.65,0.77,0.08,0.45,0.93,0.69,0.89
xinity.csv,0.53,0.76,0.75,0.69,0.87,0.57,0.86,0.71,0.88,0.73,0.55,0.83,0.74,0.37,1.06,0.87,0.04
xreal.csv,0.98,1.0,0.97,1.0,1.0,0.99,1.0,0.96,1.0,0.89,1.0,0.96,0.99,0.0,1.0,0.99,0.98
zabbix.csv,0.88,0.84,0.77,0.86,0.8,0.88,0.57,1.01,1.0,0.91,0.93,0.94,0.89,0.87,0.05,0.97,1.0
zengine.csv,0.63,0.68,0.86,0.81,0.78,0.81,0.75,0.91,0.03,0.61,0.65,0.84,1.0,0.89,0.85,0.85,0.96
