,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.25,0.0,0.86,1.0,0.3,0.0,0.0,0.1,0.43,0.0,0.15,0.18,1.0,0.6,0.4,0.0,0.55
codeblocks.csv,0.52,0.83,0.68,0.88,0.24,0.53,0.8,0.2,0.44,0.1,0.06,0.27,0.99,1.0,0.36,0.95,0.46
grisbi.csv,0.5,0.75,0.57,0.6,0.25,0.5,0.96,0.12,0.37,0.11,0.07,0.34,0.98,0.48,0.38,0.96,0.64
libmesh.csv,0.4,0.74,0.64,0.62,0.17,0.13,0.64,0.25,0.54,0.11,0.05,0.29,0.94,0.58,0.3,0.9,0.46
panda3d.csv,0.47,0.81,0.64,0.58,0.3,0.51,0.97,0.16,0.38,0.15,0.05,0.4,0.95,0.62,0.36,0.99,0.35
proftp.csv,0.5,0.89,0.58,0.75,0.36,0.68,0.94,0.19,0.15,0.0,0.0,0.44,1.0,0.65,0.48,1.0,0.31
red5.csv,0.49,0.77,0.6,0.76,0.18,0.51,0.76,0.17,0.47,0.11,0.06,0.28,0.97,0.5,0.33,0.96,0.58
skia.csv,0.56,0.96,0.59,0.68,0.32,0.66,0.92,0.2,0.26,0.0,0.05,0.39,1.0,0.53,0.54,0.99,0.55
soar.csv,0.5,0.75,0.51,0.6,0.21,0.45,0.82,0.11,0.36,0.11,0.05,0.31,0.95,0.69,0.33,0.96,0.65
super-tux.csv,0.4,0.75,0.62,0.67,0.22,0.51,0.74,0.17,0.43,0.11,0.06,0.33,1.0,0.5,0.35,0.96,0.58
t-2.csv,0.47,0.76,0.68,0.8,0.21,0.33,0.82,0.35,0.52,0.11,0.07,0.26,0.97,0.55,0.31,0.94,0.64
tart.csv,0.75,0.82,0.55,0.58,0.3,0.49,0.9,0.1,0.33,0.12,0.17,0.43,0.97,0.49,0.36,1.0,0.52
tcvp.csv,0.5,0.82,0.5,1.0,0.0,0.0,1.0,0.38,0.0,0.32,0.0,0.0,0.0,0.0,0.14,0.88,0.0
tencompetence.csv,0.58,0.76,0.53,0.47,0.17,0.33,0.91,0.08,0.38,0.0,0.0,0.31,0.98,0.59,0.39,0.96,0.85
utgb.csv,0.22,0.83,0.83,0.72,0.29,0.52,0.97,0.09,0.25,0.14,0.07,0.47,0.98,0.45,0.35,0.98,0.62
xbrlapi.csv,0.65,0.89,0.49,0.56,0.29,0.75,0.97,0.13,0.32,0.0,0.05,0.3,0.8,0.56,0.44,0.0,0.62
zemljanka.csv,0.5,0.81,0.53,0.59,0.23,0.46,0.92,0.12,0.26,0.12,0.07,0.33,0.94,0.55,0.37,1.0,0.65
