,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.02,0.0,0.34,0.05,0.81,0.0,0.0,0.1,0.12,0.0,0.8,0.04,0.22,0.1,0.35,0.0,0.17
codeblocks.csv,0.76,0.76,0.37,0.35,0.62,0.83,0.67,0.51,0.81,0.78,0.8,0.62,0.68,0.1,0.7,0.72,0.17
grisbi.csv,0.79,0.78,0.86,0.98,0.9,0.97,0.83,0.84,0.96,1.0,1.0,0.88,0.87,0.65,0.96,0.92,0.92
libmesh.csv,0.24,0.55,0.26,0.12,0.43,0.07,0.32,0.55,0.73,1.0,0.6,0.5,0.78,0.23,0.13,0.23,0.22
panda3d.csv,0.19,0.6,0.71,0.65,0.14,0.7,0.56,0.15,0.35,0.78,0.6,0.52,0.6,0.77,0.39,0.43,0.07
proftp.csv,0.1,0.27,0.43,0.07,0.24,0.77,0.23,0.28,0.15,0.0,0.0,0.35,0.13,0.42,0.52,0.05,0.03
red5.csv,0.83,0.83,0.69,0.67,0.71,0.83,0.62,0.86,0.85,1.0,1.0,0.77,0.95,0.71,0.87,0.97,0.53
skia.csv,0.24,0.22,0.54,0.44,0.48,0.7,0.35,0.46,0.23,0.0,0.2,0.42,0.07,0.26,0.65,0.45,0.25
soar.csv,0.88,1.0,0.83,0.91,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,0.91
super-tux.csv,0.38,0.9,0.6,0.51,0.76,0.97,0.61,0.78,0.73,1.0,0.8,0.79,0.92,0.1,0.91,1.0,0.36
t-2.csv,0.4,0.87,0.43,0.28,0.9,0.3,0.97,0.63,0.58,1.0,1.0,0.65,0.93,1.0,0.57,0.66,0.67
tart.csv,0.29,0.23,0.74,0.6,0.62,1.0,0.92,0.45,0.58,1.0,1.0,0.33,0.39,0.68,0.57,0.05,0.37
tcvp.csv,0.07,0.16,0.03,0.02,0.0,0.0,0.02,0.09,0.0,0.78,0.0,0.0,0.0,0.0,0.09,0.03,0.0
tencompetence.csv,0.45,0.16,0.26,0.19,0.38,0.13,0.15,0.46,0.88,0.0,0.0,0.5,0.53,0.65,0.52,0.22,0.83
utgb.csv,0.05,0.5,0.69,0.3,0.48,0.7,0.48,0.06,0.23,0.67,0.6,0.48,0.47,0.42,0.57,0.51,0.27
xbrlapi.csv,0.74,0.07,0.57,0.63,0.38,0.3,0.47,0.37,0.31,0.0,0.2,0.25,0.04,0.87,0.17,0.0,0.27
zemljanka.csv,0.83,0.75,1.0,0.95,0.9,0.93,0.82,0.99,0.46,1.0,1.0,0.71,0.66,0.94,0.87,0.8,0.99
