,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.03,0.78,0.44,0.91,0.31,0.51,0.67,0.71,0.5,0.36,0.11,0.55,0.64,0.35,0.39
encog-cs.csv,0.02,0.47,0.36,0.7,0.3,0.37,0.82,0.85,0.59,0.17,0.04,0.39,0.68,0.44,0.47
extprosys.csv,0.03,0.82,0.52,0.91,0.41,0.39,0.45,0.76,0.49,0.3,0.09,0.47,0.78,0.47,0.32
ibatisdb.csv,0.0,0.54,0.32,0.43,0.38,0.47,0.47,0.46,0.37,0.3,0.09,0.22,0.29,0.68,0.48
intact.csv,0.03,0.83,0.38,0.72,0.46,0.53,0.57,0.59,0.55,0.32,0.08,0.38,0.8,0.38,0.34
japano.csv,0.0,0.93,0.48,0.87,0.42,0.44,0.85,0.84,0.51,0.28,0.05,0.51,0.75,0.38,0.54
lockss.csv,0.03,0.48,0.42,0.56,0.38,0.39,0.81,0.79,0.41,0.36,0.06,0.6,0.64,0.43,0.54
ofbiz.csv,0.0,0.91,0.45,0.72,0.39,0.42,0.82,0.65,0.52,0.2,0.06,0.39,0.77,0.46,0.48
officefloor.csv,0.04,0.37,0.3,0.66,0.26,0.34,0.05,0.6,0.45,0.2,0.12,0.07,0.36,0.42,0.38
opennms.csv,0.04,0.46,0.1,0.22,0.6,0.19,0.67,0.08,0.3,0.37,0.04,0.43,0.51,0.11,0.0
rohxel.csv,0.07,0.56,0.33,0.41,0.18,0.15,0.73,0.45,0.52,0.24,0.03,0.39,0.13,0.14,0.1
roolo.csv,0.0,0.78,0.43,0.81,0.45,0.42,0.44,0.62,0.43,0.22,0.05,0.65,0.73,0.35,0.52
sevenupdate.csv,0.02,0.87,0.44,0.94,0.38,0.45,0.86,0.97,0.52,0.3,0.05,0.52,0.78,0.41,0.55
web-cat.csv,0.02,0.6,0.42,0.88,0.39,0.45,0.79,0.73,0.51,0.32,0.06,0.51,0.77,0.48,0.71
