,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,10.0,0.0,2.0,23.0,3.0
encog-cs.csv,74.0,0.0,0.0,1.0,16.0,8.0,0.0,0.0,1.0,12.0,318.0,0.0,0.0,7.0,1.0
extprosys.csv,62.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,6.0,9.0,0.0,2.0,10.0,1.0
ibatisdb.csv,104.0,0.0,9.0,0.0,6.0,1.0,2.0,0.0,4.0,19.0,29.0,0.0,3.0,1.0,2.0
intact.csv,54.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,100.0,1.0,1.0,18.0,0.0
japano.csv,104.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,13.0,6.0,321.0,0.0,2.0,15.0,1.0
lockss.csv,40.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,253.0,0.0,3.0,14.0,5.0
ofbiz.csv,104.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,2.0,5.0,270.0,0.0,5.0,29.0,1.0
officefloor.csv,34.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,20.0,3.0,6.0,0.0,5.0,1.0
opennms.csv,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,0.0,2.0,5.0,49.0
rohxel.csv,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,129.0,1.0,1.0,12.0,0.0
roolo.csv,104.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,15.0,6.0,323.0,0.0,9.0,40.0,1.0
sevenupdate.csv,80.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,16.0,6.0,323.0,0.0,2.0,17.0,1.0
web-cat.csv,71.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,14.0,6.0,399.0,0.0,2.0,17.0,2.0
