,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.6,0.73,0.61,0.21,0.77,0.5,0.54,0.98,0.81,0.85,0.44,0.69,0.72,0.73,0.78
encog-cs.csv,0.86,0.84,0.68,0.89,0.84,0.77,1.01,0.71,0.47,0.85,0.95,0.9,0.69,0.62,0.65
extprosys.csv,0.68,1.02,0.49,0.72,0.95,0.75,0.86,0.85,0.88,1.0,0.49,0.69,0.91,0.74,0.8
ibatisdb.csv,1.02,0.7,0.73,0.87,0.65,0.55,0.84,0.83,0.72,0.67,0.56,0.86,0.83,0.27,0.61
intact.csv,0.61,1.02,0.73,0.69,0.63,0.48,0.67,0.66,0.59,0.95,0.63,0.71,0.75,0.64,0.76
japano.csv,1.27,1.0,0.74,0.94,0.77,0.83,1.0,0.35,0.93,0.87,0.97,0.9,0.94,0.78,0.67
lockss.csv,0.58,0.75,0.62,0.62,0.73,0.68,0.83,0.84,0.68,0.59,0.7,0.56,0.65,0.86,0.74
ofbiz.csv,1.29,1.0,0.99,0.81,0.71,0.83,0.66,0.74,0.59,0.8,0.88,0.7,0.51,0.66,0.93
officefloor.csv,0.48,0.78,0.75,0.6,0.8,0.73,0.97,0.78,0.63,0.81,0.43,0.96,0.78,0.58,0.81
opennms.csv,0.45,1.07,0.94,0.88,0.38,0.87,0.63,0.96,0.78,0.58,0.9,0.65,0.71,0.93,1.0
rohxel.csv,0.27,0.77,0.72,0.75,0.87,0.91,0.64,0.71,0.55,0.79,0.93,0.69,0.93,0.91,0.95
roolo.csv,1.21,0.73,0.88,0.96,0.83,0.85,0.78,0.77,0.76,0.94,0.95,0.39,0.86,0.81,0.8
sevenupdate.csv,0.99,0.22,1.0,1.0,0.98,1.0,1.0,1.0,0.96,0.76,1.0,1.0,0.94,1.0,1.0
web-cat.csv,0.79,0.57,0.95,1.01,0.88,0.8,0.93,0.97,0.95,0.81,0.79,0.76,0.74,0.72,0.33
