,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,exl.csv
avifile.csv,0.06,1.0,0.26,0.0,0.2,0.47,0.0,0.04,0.12,0.1,0.04,0.0,0.0,0.2,0.0,0.05,0.09,0.33,0.14,0.28
baadengine.csv,0.99,0.05,0.79,0.05,0.65,0.26,0.61,0.45,0.34,0.59,0.22,0.1,0.34,0.65,0.3,0.17,0.74,0.5,0.52,0.68
bibedt.csv,0.21,0.0,0.11,0.0,0.31,0.18,0.24,0.31,0.23,0.24,0.39,0.0,0.95,0.49,0.32,0.05,0.13,0.3,0.17,0.39
cascading.csv,0.48,0.04,0.69,0.05,0.65,0.34,0.24,0.38,0.31,0.62,0.33,0.07,0.3,0.63,0.36,0.21,0.99,0.48,0.42,0.83
dataobjectsdotnet.csv,0.79,0.04,0.48,0.07,0.41,0.19,0.47,0.32,0.17,0.42,0.17,0.0,0.31,0.37,0.18,0.2,0.46,0.98,0.39,0.8
exl.csv,0.72,0.08,0.79,0.03,0.77,0.44,0.5,0.41,0.31,0.59,0.23,0.11,0.3,0.71,0.31,0.16,0.88,0.46,0.56,0.96
gogoego.csv,0.66,0.2,0.08,0.0,0.33,0.33,0.4,0.97,0.27,0.24,0.08,0.11,0.24,0.14,0.23,0.09,0.26,0.2,0.33,0.34
httpcontentparser.csv,0.14,0.0,0.07,0.0,0.08,0.2,0.15,0.1,0.14,0.14,0.89,0.0,0.31,0.33,0.2,0.12,0.05,0.21,0.32,0.17
impala.csv,0.34,0.17,0.1,0.02,0.63,0.44,0.43,0.36,0.29,0.18,0.23,0.2,0.23,0.69,0.05,0.91,0.68,0.51,0.43,0.28
jaxlib.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgameai.csv,0.11,0.0,0.15,0.0,0.24,0.98,0.11,0.29,0.11,0.17,0.08,0.13,0.0,0.25,0.3,0.14,0.22,0.12,0.12,0.0
jhotdraw.csv,0.27,0.0,0.11,0.0,0.34,0.2,0.22,0.22,0.98,0.18,0.27,0.0,0.14,0.42,0.15,0.0,0.08,0.45,0.28,0.12
loki-lib.csv,0.83,0.04,0.53,0.04,0.71,0.34,0.48,0.42,0.34,0.62,0.21,0.09,0.26,0.56,0.33,0.23,0.6,0.44,0.97,0.56
patterntesting.csv,0.69,0.0,0.65,0.05,0.67,0.21,0.61,0.43,0.33,0.93,0.24,0.11,0.33,0.69,0.31,0.13,0.65,0.45,0.5,0.8
pokeglobal.csv,0.82,0.15,0.63,0.04,1.0,0.41,0.5,0.4,0.27,0.52,0.14,0.08,0.32,0.7,0.27,0.21,0.81,0.45,0.44,0.53
snakeyaml.csv,0.39,0.24,0.65,0.0,0.57,0.49,0.46,0.37,0.29,0.42,0.18,0.08,0.25,0.63,0.98,0.17,0.43,0.56,0.46,0.83
unflobtactical.csv,0.48,0.0,0.05,0.0,0.21,0.24,0.47,0.26,0.09,0.39,0.18,0.4,0.36,1.0,0.15,0.07,0.16,0.13,0.26,0.49
werx.csv,0.86,0.14,1.0,0.02,0.74,0.45,0.47,0.4,0.31,0.56,0.18,0.08,0.33,0.73,0.23,0.22,0.88,0.61,0.56,0.84
zealos.csv,0.57,0.0,0.75,0.04,0.67,0.44,0.98,0.39,0.32,0.59,0.22,0.17,0.35,0.65,0.24,0.19,0.69,0.54,0.42,0.74
