,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.69,0.87,0.47,0.51,0.56,0.82,0.71,0.58,0.58,0.63,1.0,0.87
gmerlin.csv,0.57,0.69,0.63,1.0,0.57,1.0,0.46,0.69,1.0,0.94,1.0,0.94
google-gears.csv,0.48,0.89,0.48,0.91,0.97,0.86,0.79,0.47,0.88,0.6,0.99,0.97
gstreamer.csv,0.77,0.95,0.61,0.77,0.94,0.84,0.78,0.62,0.39,0.57,0.75,1.0
lportal.csv,0.94,0.86,0.96,0.97,0.93,0.31,1.0,1.0,0.65,1.0,0.67,0.82
metacosm.csv,0.69,0.64,0.63,0.85,0.65,0.59,0.78,0.74,0.71,0.68,0.74,0.35
mplayer-ce.csv,0.69,0.44,0.7,0.68,0.69,0.84,0.72,0.78,0.57,0.57,0.56,0.94
openmeetings.csv,0.52,0.23,0.64,0.7,0.6,0.53,0.7,0.8,0.63,0.59,0.67,0.55
qgis.csv,0.75,0.65,0.46,1.0,0.75,0.71,0.85,0.7,0.52,0.71,1.0,0.47
skia.csv,0.46,0.53,0.66,0.63,0.56,0.64,0.6,0.68,0.75,0.41,0.71,0.78
wxcrp.csv,0.43,1.02,0.54,0.64,0.93,0.86,0.62,0.61,0.71,0.62,0.68,0.93
yafdotnet.csv,0.47,0.52,0.55,0.57,0.38,0.48,0.65,0.59,0.54,0.48,0.7,0.76
