,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,1.0,30.0,0.0,0.0,0.0,75.0,4.0,0.0,2.0,1.0,0.0,1.0
gmerlin.csv,6.0,9.0,0.0,259.0,4.0,3583.0,0.0,1.0,342.0,5.0,627.0,7.0
google-gears.csv,2.0,44.0,0.0,0.0,2.0,159.0,1.0,2.0,3.0,2.0,0.0,1.0
gstreamer.csv,0.0,43.0,0.0,0.0,2.0,160.0,1.0,0.0,0.0,8.0,0.0,1.0
lportal.csv,0.0,1.0,0.0,0.0,0.0,21.0,97.0,153.0,5.0,68.0,0.0,3.0
metacosm.csv,3.0,6.0,0.0,0.0,0.0,7.0,3.0,0.0,2.0,4.0,8.0,0.0
mplayer-ce.csv,5.0,19.0,0.0,0.0,11.0,170.0,0.0,0.0,2.0,1.0,0.0,1.0
openmeetings.csv,1.0,0.0,0.0,0.0,2.0,27.0,2.0,1.0,3.0,0.0,0.0,4.0
qgis.csv,0.0,27.0,0.0,259.0,2.0,168.0,3.0,0.0,3.0,3.0,1.0,2.0
skia.csv,0.0,1.0,5.0,0.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0
wxcrp.csv,5.0,45.0,0.0,0.0,2.0,167.0,0.0,0.0,3.0,3.0,2.0,1.0
yafdotnet.csv,5.0,5.0,1.0,1.0,0.0,105.0,4.0,1.0,0.0,4.0,0.0,3.0
