,recall,precision,pf,pci_20,ifa,wins
alsa.csv,0.6699999999999999,0.46499999999999997,0.51,0.43,1.0,5
gmerlin.csv,0.64,0.36,0.4,0.37,6.5,0
google-gears.csv,0.94,0.445,0.87,0.42,2.0,1
gstreamer.csv,0.765,0.44,0.7150000000000001,0.415,0.5,4
lportal.csv,0.065,0.645,0.02,0.74,2.0,11
metacosm.csv,0.35,0.5449999999999999,0.245,0.59,2.5,8
mplayer-ce.csv,0.8200000000000001,0.44999999999999996,0.62,0.46499999999999997,1.0,7
openmeetings.csv,0.44999999999999996,0.615,0.185,0.59,1.0,10
qgis.csv,0.555,0.335,0.275,0.5449999999999999,2.5,3
skia.csv,0.43999999999999995,0.525,0.265,0.495,0.0,9
wxcrp.csv,0.63,0.44999999999999996,0.565,0.455,2.0,2
yafdotnet.csv,0.635,0.49,0.355,0.415,2.0,6
