,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,359.0,99.0,99.0,97.5
k3b.csv,286.5,99.0,99.0,97.5
mp-rechnungs-und-kundenverwaltung.csv,37.5,99.0,192.0,97.5
thrust.csv,84.5,96.5,279.5,80.5
