,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.38,0.7,0.49,0.75
k3b.csv,0.27,0.73,0.5,0.72
mp-rechnungs-und-kundenverwaltung.csv,0.17,0.43,0.47,0.43
thrust.csv,0.54,0.26,0.15,0.23
